CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
DNK,2009,40,m,3,125,113,161,126,528,0.00030301014061442,0.00355108080602442,0.0242786992314394,0.071454692361404,0.1976781241143,0.0100292384783013,0,0,0
DNK,2009,40,f,2,72,79,134,188,475,0.000212213581543456,0.00208211830301627,0.0157089792536569,0.043718120734781,0.128377142480934,0.00886804008632015,0,0,0
DNK,2009,40,b,5,197,192,295,314,1003,0.00025873052202354,0.00282312943461264,0.0198280402458477,0.0554692011005569,0.149393270605192,0.00944362611197386,0,0,0
DNK,2009,41,m,2,121,95,146,114,478,0.000202006760409613,0.00343744622023163,0.020411295814042,0.064797422886739,0.178851636103415,0.00907949998603787,0,0,0
DNK,2009,41,f,2,61,77,142,191,473,0.000212213581543456,0.00176401689561101,0.0153112835763492,0.0463281577935739,0.130425713903502,0.00883070097016723,0,0,0
DNK,2009,41,b,4,182,172,288,305,951,0.000206984417618832,0.0026081703406066,0.0177626193869052,0.0541529827693572,0.14511129788084,0.00895402635342686,0,0,0
DNK,2009,42,m,4,116,109,130,105,464,0.000404013520819226,0.00329540298799066,0.0234192762497955,0.0576963354470964,0.16473177009525,0.00881357320820413,0,0,0
DNK,2009,42,f,4,72,73,143,194,486,0.000424427163086911,0.00208211830301627,0.0145158922217336,0.0466544124259231,0.13247428532607,0.00907340522516125,0,0,0
DNK,2009,42,b,8,188,182,273,299,950,0.000413968835237664,0.00269415397820901,0.0187953298163765,0.0513325149167865,0.142256649397938,0.0089446109734548,0,0,0
DNK,2009,43,m,3,126,115,143,129,516,0.00030301014061442,0.00357948945247261,0.0247084107222613,0.063465968991806,0.202384746117022,0.00980130124015804,0,0,0
DNK,2009,43,f,0,85,87,141,223,536,0,0.00245805632994977,0.017299761962888,0.0460019031612248,0.152277142410895,0.0100068831289844,0,0,0
DNK,2009,43,b,3,211,202,284,352,1052,0.000155238313214124,0.0030237579223516,0.020860750675319,0.0534008580086717,0.167472710996904,0.00990497973060469,0,0,0
DNK,2009,44,m,1,110,105,186,111,513,0.000101003380204807,0.00312495110930149,0.0225598532681516,0.0825501414858456,0.174145014100693,0.00974431693062224,0,0,0
DNK,2009,44,f,0,69,95,155,207,526,0,0.00199536337372393,0.0188905446721191,0.0505694680141124,0.141351428157199,0.00982018754821979,0,0,0
DNK,2009,44,b,1,179,200,341,318,1039,5.1746104404708e-05,0.00256517852180539,0.0206542085894247,0.0641186358484403,0.151296369593794,0.00978257979096794,0,0,0
DNK,2009,45,m,2,133,121,163,105,524,0.000202006760409613,0.00377834997760998,0.0259975451947271,0.0723423282913593,0.16473177009525,0.00995325939892018,0,0,0
DNK,2009,45,f,5,74,79,120,231,509,0.000530533953858639,0.0021399549225445,0.0157089792536569,0.0391505558818935,0.157739999537744,0.00950280506091991,0,0,0
DNK,2009,45,b,7,207,200,283,336,1033,0.000362222730832956,0.00296643549728333,0.0206542085894247,0.0532128268185003,0.159860315042499,0.00972608751113559,0,0,0
DNK,2009,46,m,3,123,122,166,113,527,0.00030301014061442,0.00349426351312803,0.0262124009401381,0.0736737821862923,0.177282762102507,0.010010243708456,0,0,0
DNK,2009,46,f,3,74,61,132,227,497,0.000318320372315183,0.0021399549225445,0.012129718157887,0.0430656114700828,0.15500857097432,0.00927877036400235,0,0,0
DNK,2009,46,b,6,197,183,298,340,1024,0.000310476626428248,0.00282312943461264,0.0188986008593236,0.056033294671071,0.1617634140311,0.00964134909138707,0,0,0
DNK,2009,47,m,2,129,98,156,126,511,0.000202006760409613,0.0036647153918172,0.0210558630502749,0.0692356025365157,0.1976781241143,0.0097063273909317,0,0,0
DNK,2009,47,f,4,82,88,162,239,575,0.000424427163086911,0.00237130140065742,0.0174986098015419,0.0528532504405562,0.163202856664592,0.0107349958939665,0,0,0
DNK,2009,47,b,6,211,186,318,365,1086,0.000310476626428248,0.0030237579223516,0.019208413988165,0.0597939184744986,0.173657782709857,0.0102251026496546,0,0,0
DNK,2009,48,m,2,129,107,147,111,496,0.000202006760409613,0.0036647153918172,0.0229895647589736,0.0652412408517167,0.174145014100693,0.00942140584325269,0,0,0
DNK,2009,48,f,6,60,83,155,215,519,0.000636640744630367,0.0017350985858469,0.0165043706082725,0.0505694680141124,0.146814285284047,0.00968950064168455,0,0,0
DNK,2009,48,b,8,189,190,302,326,1015,0.000413968835237664,0.00270848458447608,0.0196214981599535,0.0567854194317565,0.155102567570996,0.00955661067163855,0,0,0
DNK,2009,49,m,2,119,122,161,118,522,0.000202006760409613,0.00338062892733524,0.0262124009401381,0.071454692361404,0.185127132107043,0.00991526985922964,0,0,0
DNK,2009,49,f,5,82,97,137,233,554,0.000530533953858639,0.00237130140065742,0.0192882403494269,0.0446968846318284,0.159105713819456,0.0103429351743608,0,0,0
DNK,2009,49,b,7,201,219,298,351,1076,0.000362222730832956,0.00288045185968091,0.0226163584054201,0.056033294671071,0.166996936249753,0.0101309488499341,0,0,0
DNK,2009,50,m,2,136,122,145,119,524,0.000202006760409613,0.00386357591695456,0.0262124009401381,0.0643536049217613,0.18669600610795,0.00995325939892018,0,0,0
DNK,2009,50,f,3,63,98,154,248,566,0.000318320372315183,0.00182185351513924,0.0194870881880807,0.0502432133817633,0.169348570932296,0.0105669698712783,0,0,0
DNK,2009,50,b,5,199,220,299,367,1090,0.00025873052202354,0.00285179064714677,0.0227196294483672,0.0562213258612424,0.174609332204158,0.0102627641695429,0,0,0
DNK,2009,51,m,3,123,125,143,114,508,0.00030301014061442,0.00349426351312803,0.026856968176371,0.063465968991806,0.178851636103415,0.0096493430813959,0,0,0
DNK,2009,51,f,0,87,94,147,222,550,0,0.002515892949478,0.0186916968334652,0.0479594309553195,0.151594285270039,0.0102682569420549,0,0,0
DNK,2009,51,b,3,210,219,290,336,1058,0.000155238313214124,0.00300942731608454,0.0226163584054201,0.0545290451497,0.159860315042499,0.00996147201043703,0,0,0
DNK,2009,52,m,5,137,120,144,140,546,0.000505016901024033,0.00389198456340276,0.0257826894493162,0.0639097869567837,0.219642360127,0.0103711443355161,0,0,0
DNK,2009,52,f,2,69,94,143,244,552,0.000212213581543456,0.00199536337372393,0.0186916968334652,0.0466544124259231,0.166617142368872,0.0103055960582078,0,0,0
DNK,2009,52,b,7,206,214,287,384,1098,0.000362222730832956,0.00295210489101626,0.0221000031906844,0.0539649515791858,0.182697502905713,0.0103380872093193,0,0,0
DNK,2009,53,m,2,129,125,170,140,566,0.000202006760409613,0.0036647153918172,0.026856968176371,0.075449054046203,0.219642360127,0.0107510397324214,0,0,0
DNK,2009,53,f,3,91,86,151,220,551,0.000318320372315183,0.00263156618853446,0.0171009141242341,0.049264449484716,0.150228570988327,0.0102869265001314,0,0,0
DNK,2009,53,b,5,220,211,321,360,1117,0.00025873052202354,0.00315273337875523,0.0217901900618431,0.0603580120450127,0.171278908974106,0.0105169794287884,0,0,0
DNK,2010,1,m,2,132,117,172,149,572,0.000203429296611044,0.00375046010986032,0.0238251739627154,0.0750185389694213,0.227634446728424,0.0108158795769014,0,0,0
DNK,2010,1,f,1,76,90,164,256,587,0.000106843629747507,0.00219466019897379,0.0170853761663013,0.0534540434812186,0.173286227061009,0.0109103705374031,0,0,0
DNK,2010,1,b,3,208,207,336,405,1159,0.000156324107461558,0.00297886772748549,0.0203371149112548,0.0626769479495753,0.189972920374983,0.0108635310618584,0,0,0
DNK,2010,2,m,3,125,126,168,136,558,0.000305143944916565,0.00355157207373137,0.025657879652155,0.0732739217840859,0.20777372318836,0.0105511552515926,0,0,0
DNK,2010,2,f,1,83,80,147,258,569,0.000106843629747507,0.00239679995414243,0.0151870010367123,0.0479130755593849,0.174640025709923,0.0105758106231386,0,0,0
DNK,2010,2,b,4,208,206,315,394,1127,0.000208432143282078,0.00297886772748549,0.0202388679793164,0.0587596387027268,0.18481316204381,0.0105635888755086,0,0,0
DNK,2010,3,m,3,124,124,173,127,551,0.000305143944916565,0.00352315949714152,0.0252506117211684,0.0754546932657551,0.194023991506778,0.0104187930889383,0,0,0
DNK,2010,3,f,3,72,86,169,239,569,0.000320530889242522,0.00207915176744886,0.0163260261144657,0.0550837399288167,0.161778938545239,0.0105758106231386,0,0,0
DNK,2010,3,b,6,196,210,342,366,1120,0.000312648214923117,0.00280700997397671,0.0206318557070701,0.0637961791629606,0.171679231746281,0.0104979765222445,0,0,0
DNK,2010,4,m,6,116,122,158,125,527,0.000610287889833131,0.00329585888442271,0.0248433437901818,0.0689123788207475,0.190968495577537,0.0099649799598375,0,0,0
DNK,2010,4,f,2,52,71,176,230,531,0.000213687259495015,0.00150160960982417,0.0134784634200822,0.0573653149554541,0.155686844625125,0.00986951747080247,0,0,0
DNK,2010,4,b,8,168,193,334,355,1058,0.000416864286564156,0.0024060085491229,0.0189616578641168,0.0623038708784469,0.166519473415108,0.00991683853619171,0,0,0
DNK,2010,5,m,4,131,131,171,140,577,0.000406858593222087,0.00372204753327047,0.0266760494796215,0.0745823846730874,0.213884715046842,0.0109104239787974,0,0,0
DNK,2010,5,f,2,64,83,162,214,525,0.000213687259495015,0.00184813490439898,0.015756513575589,0.0528021649021793,0.144856455433812,0.00975799749938098,0,0,0
DNK,2010,5,b,6,195,214,333,354,1102,0.000312648214923117,0.00279268849451765,0.0210248434348238,0.0621173323428826,0.166050404475911,0.0103292590424227,0,0,0
DNK,2010,6,m,1,115,131,175,159,581,0.000101714648305522,0.00326744630783286,0.0266760494796215,0.0763270018584228,0.242911926374627,0.0109860595003142,0,0,0
DNK,2010,6,f,4,76,84,153,230,547,0.000427374518990029,0.00219466019897379,0.0159463510885479,0.0498687112965027,0.155686844625125,0.0101669040612598,0,0,0
DNK,2010,6,b,5,191,215,328,389,1128,0.000260540179102597,0.00273540257668139,0.0211230903667623,0.0611846396650616,0.182467817347823,0.010572962068832,0,0,0
DNK,2010,7,m,7,133,119,165,151,575,0.000712002538138653,0.00377887268645017,0.024232441893702,0.0719654588950844,0.230689942657665,0.010872606218039,0,0,0
DNK,2010,7,f,2,75,93,143,247,560,0.000213687259495015,0.00216578309109256,0.0176548887051781,0.0466093184013064,0.167194133140895,0.0104085306660064,0,0,0
DNK,2010,7,b,9,208,212,308,398,1135,0.000468972322384675,0.00297886772748549,0.020828349570947,0.0574538689537773,0.1866894378006,0.010638574422096,0,0,0
DNK,2010,8,m,3,138,119,182,128,570,0.000305143944916565,0.00392093556939943,0.024232441893702,0.0793800819327597,0.195551739471398,0.010778061816143,0,0,0
DNK,2010,8,f,5,91,98,166,247,607,0.000534218148737537,0.0026278168171923,0.0186040762699726,0.0541059220602578,0.167194133140895,0.0112821037754748,0,0,0
DNK,2010,8,b,8,229,217,348,375,1177,0.000416864286564156,0.00327961879612586,0.0213195842306391,0.0649154103763458,0.175900852199058,0.0110322485416802,0,0,0
DNK,2010,9,m,3,118,131,177,148,577,0.000305143944916565,0.00335268403760241,0.0266760494796215,0.0771993104510905,0.226106698763804,0.0109104239787974,0,0,0
DNK,2010,9,f,2,93,63,171,276,605,0.000213687259495015,0.00268557103295477,0.0119597633164109,0.0557356185078559,0.18682421355015,0.0112449304516676,0,0,0
DNK,2010,9,b,5,211,194,348,424,1182,0.000260540179102597,0.00302183216586269,0.0190599047960552,0.0649154103763458,0.198885230219735,0.0110791145082974,0,0,0
DNK,2010,10,m,1,127,113,153,129,523,0.000101714648305522,0.00360839722691107,0.0230106381007422,0.0667316073390782,0.197079487436018,0.0098893444383207,0,0,0
DNK,2010,10,f,4,81,88,164,268,605,0.000427374518990029,0.00233904573837996,0.0167057011403835,0.0534540434812186,0.181409018954494,0.0112449304516676,0,0,0
DNK,2010,10,b,5,208,201,317,397,1128,0.000260540179102597,0.00297886772748549,0.0197476333196242,0.0591327157738552,0.186220368861403,0.010572962068832,0,0,0
DNK,2010,11,m,2,129,112,146,129,518,0.000203429296611044,0.00366522238009077,0.0228070041352489,0.0636785272647413,0.197079487436018,0.00979480003642471,0,0,0
DNK,2010,11,f,5,70,85,157,232,549,0.000534218148737537,0.00202139755168639,0.0161361886015068,0.0511724684545812,0.157040643274039,0.010204077385067,0,0,0
DNK,2010,11,b,7,199,197,303,361,1067,0.000364756250743636,0.00284997441235391,0.0193546455918705,0.0565211762759563,0.169333887050293,0.0100011972761026,0,0,0
DNK,2010,12,m,2,128,132,172,119,553,0.000203429296611044,0.00363680980350092,0.0268796834451148,0.0750185389694213,0.181802007789815,0.0104566108496967,0,0,0
DNK,2010,12,f,7,62,97,155,221,542,0.000747905408232551,0.00179038068863652,0.0184142387570137,0.0505205898755419,0.149594750705012,0.0100739707517419,0,0,0
DNK,2010,12,b,9,190,229,327,340,1095,0.000468972322384675,0.00272108109722233,0.0224985474139003,0.0609981011294974,0.159483439327146,0.0102636466891587,0,0,0
DNK,2010,13,m,6,125,129,159,115,534,0.000610287889833131,0.00355157207373137,0.0262687815486349,0.0693485331170813,0.175691015931334,0.0100973421224919,0,0,0
DNK,2010,13,f,1,74,76,135,236,522,0.000106843629747507,0.00213690598321132,0.0144276509848767,0.0440018040851494,0.159748240571868,0.00970223751367023,0,0,0
DNK,2010,13,b,7,199,205,294,351,1056,0.000364756250743636,0.00284997441235391,0.020140621047378,0.0548423294558784,0.164643197658318,0.00989809214954485,0,0,0
DNK,2010,14,m,4,125,118,178,114,539,0.000406858593222087,0.00355157207373137,0.0240288079282087,0.0776354647474244,0.174163267966714,0.0101918865243879,0,0,0
DNK,2010,14,f,2,76,96,148,229,551,0.000213687259495015,0.00219466019897379,0.0182244012440548,0.0482390148489045,0.155009945300668,0.0102412507088741,0,0,0
DNK,2010,14,b,6,201,214,326,343,1090,0.000312648214923117,0.00287861737127204,0.0210248434348238,0.0608115625939332,0.160890646144739,0.0102167807225416,0,0,0
DNK,2010,15,m,2,143,114,166,114,539,0.000203429296611044,0.00406299845234868,0.0232142720662355,0.0724016131914182,0.174163267966714,0.0101918865243879,0,0,0
DNK,2010,15,f,5,84,80,157,226,552,0.000534218148737537,0.00242567706202367,0.0151870010367123,0.0511724684545812,0.152979247327297,0.0102598373707777,0,0,0
DNK,2010,15,b,7,227,194,323,340,1091,0.000364756250743636,0.00325097583720773,0.0190599047960552,0.0602519469872405,0.159483439327146,0.010226153915865,0,0,0
DNK,2010,16,m,5,146,119,126,112,508,0.000508573241527609,0.00414823618211824,0.024232441893702,0.0549554413380644,0.171107772037473,0.00960571123263273,0,0,0
DNK,2010,16,f,3,82,90,169,224,568,0.000320530889242522,0.0023679228462612,0.0170853761663013,0.0550837399288167,0.151625448678383,0.010557223961235,0,0,0
DNK,2010,16,b,8,228,209,295,336,1076,0.000416864286564156,0.00326529731666679,0.0205336087751317,0.0550288679914426,0.157607163570356,0.0100855560160135,0,0,0
DNK,2010,17,m,1,116,104,163,135,519,0.000101714648305522,0.00329585888442271,0.0211779324113026,0.0710931503024167,0.20624597522374,0.00981370891680391,0,0,0
DNK,2010,17,f,1,78,76,151,197,503,0.000106843629747507,0.00225241441473626,0.0144276509848767,0.0492168327174634,0.133349166918042,0.00934909093750215,0,0,0
DNK,2010,17,b,2,194,180,314,332,1022,0.000104216071641039,0.00277836701505858,0.0176844477489172,0.0585731001671626,0.155730887813566,0.00957940357654814,0,0,0
DNK,2010,18,m,5,124,111,139,108,487,0.000508573241527609,0.00352315949714152,0.0226033701697556,0.0606254471904044,0.164996780178992,0.00920862474466957,0,0,0
DNK,2010,18,f,5,78,96,159,214,552,0.000534218148737537,0.00225241441473626,0.0182244012440548,0.0518243470336204,0.144856455433812,0.0102598373707777,0,0,0
DNK,2010,18,b,10,202,207,298,322,1039,0.000521080358205195,0.0028929388507311,0.0203371149112548,0.0555884835981352,0.151040198421591,0.00973874786304649,0,0,0
DNK,2010,19,m,3,118,111,145,112,489,0.000305143944916565,0.00335268403760241,0.0226033701697556,0.0632423729684075,0.171107772037473,0.00924644250542796,0,0,0
DNK,2010,19,f,2,65,90,142,217,516,0.000213687259495015,0.00187701201228022,0.0170853761663013,0.0462833791117868,0.146887153407183,0.00959071754224873,0,0,0
DNK,2010,19,b,5,183,201,287,329,1005,0.000260540179102597,0.00262083074100887,0.0197476333196242,0.0535365597069289,0.154323680995974,0.00942005929004978,0,0,0
DNK,2010,20,m,5,151,116,154,114,540,0.000508573241527609,0.00429029906506749,0.0236215399972221,0.0671677616354121,0.174163267966714,0.0102107954047671,0,0,0
DNK,2010,20,f,4,78,95,134,228,539,0.000427374518990029,0.00225241441473626,0.0180345637310959,0.0436758647956298,0.154333045976211,0.0100182107660311,0,0,0
DNK,2010,20,b,9,229,211,288,342,1079,0.000468972322384675,0.00327961879612586,0.0207301026390085,0.0537230982424931,0.160421577205541,0.0101136755959838,0,0,0
DNK,2010,21,m,4,124,98,146,95,467,0.000406858593222087,0.00352315949714152,0.0199561286183428,0.0636785272647413,0.145136056638928,0.0088304471370856,0,0,0
DNK,2010,21,f,2,78,81,137,195,493,0.000213687259495015,0.00225241441473626,0.0153768385496712,0.0446536826641887,0.131995368269128,0.00916322431846633,0,0,0
DNK,2010,21,b,6,202,179,283,290,960,0.000312648214923117,0.0028929388507311,0.0175862008169788,0.052790405564672,0.136029992367272,0.00899826559049532,0,0,0
DNK,2010,22,m,2,88,117,129,117,453,0.000203429296611044,0.00250030673990688,0.0238251739627154,0.056263904227066,0.178746511860575,0.00856572281177682,0,0,0
DNK,2010,22,f,5,63,77,128,195,468,0.000534218148737537,0.00181925779651775,0.0146174884978356,0.041720229058512,0.131995368269128,0.00869855777087676,0,0,0
DNK,2010,22,b,7,151,194,257,312,921,0.000364756250743636,0.0021625433983188,0.0190599047960552,0.0479404036400025,0.146349509029616,0.00863271105088144,0,0,0
DNK,2010,23,m,3,107,104,122,120,456,0.000305143944916565,0.00304014569511405,0.0211779324113026,0.0532108241527291,0.183329755754436,0.00862244945291442,0,0,0
DNK,2010,23,f,1,74,83,136,200,494,0.000106843629747507,0.00213690598321132,0.015756513575589,0.044327743374669,0.135379864891413,0.00918181098036991,0,0,0
DNK,2010,23,b,4,181,187,258,320,950,0.000208432143282078,0.00259218778209074,0.0183721762724862,0.0481269421755667,0.150102060543196,0.00890453365726099,0,0,0
DNK,2010,24,m,7,115,113,139,98,472,0.000712002538138653,0.00326744630783286,0.0230106381007422,0.0606254471904044,0.149719300532789,0.00892499153898159,0,0,0
DNK,2010,24,f,5,65,86,146,198,500,0.000534218148737537,0.00187701201228022,0.0163260261144657,0.0475871362698653,0.134026066242499,0.00929333095179141,0,0,0
DNK,2010,24,b,12,180,199,285,296,972,0.000625296429846233,0.00257786630263168,0.0195511394557474,0.0531634826358005,0.138844406002457,0.00911074391037651,0,0,0
DNK,2010,25,m,1,124,114,148,95,482,0.000101714648305522,0.00352315949714152,0.0232142720662355,0.064550835857409,0.145136056638928,0.00911408034277358,0,0,0
DNK,2010,25,f,2,57,81,151,222,513,0.000213687259495015,0.00164599514923034,0.0153768385496712,0.0492168327174634,0.150271650029469,0.00953495755653798,0,0,0
DNK,2010,25,b,3,181,195,299,317,995,0.000156324107461558,0.00259218778209074,0.0191581517279937,0.0557750221336994,0.148694853725604,0.00932632735681546,0,0,0
DNK,2010,26,m,6,138,111,158,115,528,0.000610287889833131,0.00392093556939943,0.0226033701697556,0.0689123788207475,0.175691015931334,0.0099838888402167,0,0,0
DNK,2010,26,f,6,78,71,179,231,565,0.000641061778485044,0.00225241441473626,0.0134784634200822,0.0583431328240129,0.156363743949582,0.0105014639755243,0,0,0
DNK,2010,26,b,12,216,182,337,346,1093,0.000625296429846233,0.00309343956315801,0.0178809416127941,0.0628634864851395,0.162297852962331,0.0102449003025119,0,0,0
DNK,2010,27,m,1,114,107,138,125,485,0.000101714648305522,0.00323903373124301,0.0217888343077824,0.0601892928940706,0.190968495577537,0.00917080698391117,0,0,0
DNK,2010,27,f,3,69,66,120,212,470,0.000320530889242522,0.00199252044380515,0.0125292758552876,0.039112714742355,0.143502656784898,0.00873573109468392,0,0,0
DNK,2010,27,b,4,183,173,258,337,955,0.000208432143282078,0.00262083074100887,0.0169967192253482,0.0481269421755667,0.158076232509554,0.00895139962387815,0,0,0
DNK,2010,28,m,3,116,110,142,105,476,0.000305143944916565,0.00329585888442271,0.0223997362042623,0.0619339100794059,0.160413536285131,0.00900062706049838,0,0,0
DNK,2010,28,f,1,86,71,149,208,515,0.000106843629747507,0.00248343127778613,0.0134784634200822,0.0485649541384242,0.14079505948707,0.00957213088034515,0,0,0
DNK,2010,28,b,4,202,181,291,313,991,0.000208432143282078,0.0028929388507311,0.0177826946808557,0.0542827138491857,0.146818577968814,0.00928883458352173,0,0,0
DNK,2010,29,m,4,94,117,164,104,483,0.000406858593222087,0.00267078219944599,0.0238251739627154,0.0715293045987505,0.158885788320511,0.00913298922315277,0,0,0
DNK,2010,29,f,2,83,68,134,210,497,0.000213687259495015,0.00239679995414243,0.0129089508812055,0.0436758647956298,0.142148858135984,0.00923757096608066,0,0,0
DNK,2010,29,b,6,177,185,298,314,980,0.000312648214923117,0.00253490186425448,0.0181756824086094,0.0555884835981352,0.147287646908011,0.00918572945696397,0,0,0
DNK,2010,30,m,2,124,121,139,105,491,0.000203429296611044,0.00352315949714152,0.0246397098246885,0.0606254471904044,0.160413536285131,0.00928426026618636,0,0,0
DNK,2010,30,f,3,82,67,146,188,486,0.000320530889242522,0.0023679228462612,0.0127191133682466,0.0475871362698653,0.127257072997929,0.00903311768514125,0,0,0
DNK,2010,30,b,5,206,188,285,293,977,0.000260540179102597,0.00295022476856736,0.0184704232044247,0.0531634826358005,0.137437199184864,0.00915760987699367,0,0,0
DNK,2010,31,m,1,118,100,140,97,456,0.000101714648305522,0.00335268403760241,0.0203633965493294,0.0610616014867383,0.148191552568169,0.00862244945291442,0,0,0
DNK,2010,31,f,3,75,74,133,237,522,0.000320530889242522,0.00216578309109256,0.0140479759589589,0.0433499255061102,0.160425139896325,0.00970223751367023,0,0,0
DNK,2010,31,b,4,193,174,273,334,978,0.000208432143282078,0.00276404553559952,0.0170949661572867,0.0509250202090299,0.156669025691961,0.0091669830703171,0,0,0
DNK,2010,32,m,2,112,106,151,118,489,0.000203429296611044,0.0031822085780633,0.0215852003422891,0.0658592987464106,0.180274259825195,0.00924644250542796,0,0,0
DNK,2010,32,f,1,65,86,169,184,505,0.000106843629747507,0.00187701201228022,0.0163260261144657,0.0550837399288167,0.1245494757001,0.00938626426130932,0,0,0
DNK,2010,32,b,3,177,192,320,302,994,0.000156324107461558,0.00253490186425448,0.0188634109321784,0.0596923313805479,0.141658819637641,0.00931695416349203,0,0,0
DNK,2010,33,m,0,97,99,123,120,439,0,0.00275601992921554,0.0201597625838361,0.0536469784490629,0.183329755754436,0.00830099848646805,0,0,0
DNK,2010,33,f,0,73,75,137,216,501,0,0.00210802887533009,0.0142378134719178,0.0446536826641887,0.146210254082726,0.00931191761369499,0,0,0
DNK,2010,33,b,0,170,174,260,336,940,0,0.00243465150804103,0.0170949661572867,0.0485000192466952,0.157607163570356,0.00881080172402666,0,0,0
DNK,2010,34,m,6,111,116,158,110,501,0.000610287889833131,0.00315379600147345,0.0236215399972221,0.0689123788207475,0.168052276108233,0.00947334906997834,0,0,0
DNK,2010,34,f,5,73,74,127,218,497,0.000534218148737537,0.00210802887533009,0.0140479759589589,0.0413942897689924,0.147564052731641,0.00923757096608066,0,0,0
DNK,2010,34,b,11,184,190,285,328,998,0.000573188394025714,0.00263515222046794,0.0186669170683015,0.0531634826358005,0.153854612056776,0.00935444693678576,0,0,0
DNK,2010,35,m,2,117,96,145,107,467,0.000203429296611044,0.00332427146101256,0.0195488606873562,0.0632423729684075,0.163469032214372,0.0088304471370856,0,0,0
DNK,2010,35,f,2,49,86,124,221,482,0.000213687259495015,0.00141497828618047,0.0163260261144657,0.0404164719004335,0.149594750705012,0.00895877103752692,0,0,0
DNK,2010,35,b,4,166,182,269,328,949,0.000208432143282078,0.00237736559020477,0.0178809416127941,0.0501788660667731,0.153854612056776,0.00889516046393756,0,0,0
DNK,2010,36,m,4,120,108,138,105,475,0.000406858593222087,0.00340950919078211,0.0219924682732757,0.0601892928940706,0.160413536285131,0.00898171818011919,0,0,0
DNK,2010,36,f,0,77,103,138,200,518,0,0.00222353730685503,0.0195532638347671,0.0449796219537083,0.135379864891413,0.0096278908660559,0,0,0
DNK,2010,36,b,4,197,211,276,305,993,0.000208432143282078,0.00282133145343578,0.0207301026390085,0.0514846358157226,0.143066026455234,0.00930758097016859,0,0,0
DNK,2010,37,m,2,129,106,164,103,504,0.000203429296611044,0.00366522238009077,0.0215852003422891,0.0715293045987505,0.157358040355891,0.00953007571111594,0,0,0
DNK,2010,37,f,2,71,78,135,204,490,0.000213687259495015,0.00205027465956762,0.0148073260107945,0.0440018040851494,0.138087462189242,0.00910746433275558,0,0,0
DNK,2010,37,b,4,200,184,299,307,994,0.000208432143282078,0.00286429589181297,0.018077435476671,0.0557750221336994,0.144004164333629,0.00931695416349203,0,0,0
DNK,2010,38,m,3,135,123,133,131,525,0.000305143944916565,0.00383569783962988,0.0250469777556751,0.0580085214124013,0.200134983365259,0.0099271621990791,0,0,0
DNK,2010,38,f,0,77,83,153,201,514,0,0.00222353730685503,0.015756513575589,0.0498687112965027,0.13605676421587,0.00955354421844157,0,0,0
DNK,2010,38,b,3,212,206,286,332,1039,0.000156324107461558,0.00303615364532175,0.0202388679793164,0.0533500211713647,0.155730887813566,0.00973874786304649,0,0,0
DNK,2010,39,m,2,117,108,123,98,448,0.000203429296611044,0.00332427146101256,0.0219924682732757,0.0536469784490629,0.149719300532789,0.00847117840988083,0,0,0
DNK,2010,39,f,2,80,71,121,215,489,0.000213687259495015,0.00231016863049873,0.0134784634200822,0.0394386540318747,0.145533354758269,0.009088877670852,0,0,0
DNK,2010,39,b,4,197,179,244,313,937,0.000208432143282078,0.00282133145343578,0.0175862008169788,0.0455154026776678,0.146818577968814,0.00878268214405637,0,0,0
DNK,2010,40,m,2,116,105,147,103,473,0.000203429296611044,0.00329585888442271,0.0213815663767958,0.0641146815610752,0.157358040355891,0.00894390041936079,0,0,0
DNK,2010,40,f,3,72,71,149,197,492,0.000320530889242522,0.00207915176744886,0.0134784634200822,0.0485649541384242,0.133349166918042,0.00914463765656274,0,0,0
DNK,2010,40,b,5,188,176,296,300,965,0.000260540179102597,0.0026924381383042,0.0172914600211635,0.0552154065270068,0.140720681759247,0.00904513155711248,0,0,0
DNK,2010,41,m,8,125,109,142,116,500,0.000813717186444174,0.00355157207373137,0.022196102238769,0.0619339100794059,0.177218763895954,0.00945444018959914,0,0,0
DNK,2010,41,f,2,97,72,119,211,501,0.000213687259495015,0.00280107946447971,0.0136683009330411,0.0387867754528354,0.142825757460441,0.00931191761369499,0,0,0
DNK,2010,41,b,10,222,181,261,327,1001,0.000521080358205195,0.0031793684399124,0.0177826946808557,0.0486865577822594,0.153385543117579,0.00938256651675605,0,0,0
DNK,2010,42,m,0,131,127,154,129,541,0,0.00372204753327047,0.0258615136176483,0.0671677616354121,0.197079487436018,0.0102297042851463,0,0,0
DNK,2010,42,f,1,79,65,154,218,517,0.000106843629747507,0.0022812915226175,0.0123394383423287,0.0501946505860223,0.147564052731641,0.00960930420415232,0,0,0
DNK,2010,42,b,1,210,192,308,347,1058,5.21080358205194e-05,0.00300751068640362,0.0188634109321784,0.0574538689537773,0.162766921901528,0.00991683853619171,0,0,0
DNK,2010,43,m,0,96,125,140,117,478,0,0.00272760735262569,0.0254542456866617,0.0610616014867383,0.178746511860575,0.00903844482125678,0,0,0
DNK,2010,43,f,2,64,76,154,216,512,0.000213687259495015,0.00184813490439898,0.0144276509848767,0.0501946505860223,0.146210254082726,0.0095163708946344,0,0,0
