Dato,Test,Data,Correct5000,Correct7500,Correct10000,Index5000,Index7500,Index10000
2020-03-01,9,1,156.95747224970933,217.09759039144606,273.27883176104046,156.95747224970933,217.09759039144606,273.27883176104046
2020-03-02,10,1,144.2699905907214,199.54874956964792,251.18864315095806,144.2699905907214,199.54874956964792,251.18864315095806
2020-03-03,12,1,124.6898224782371,172.4662076826519,217.09759039144606,124.6898224782371,172.4662076826519,217.09759039144606
2020-03-04,12,4,498.7592899129484,689.8648307306077,868.3903615657842,124.6898224782371,172.4662076826519,217.09759039144606
2020-03-05,9,1,156.95747224970933,217.09759039144606,273.27883176104046,156.95747224970933,217.09759039144606,273.27883176104046
2020-03-06,19,2,172.66452505529355,238.82298687858182,300.6263990962871,86.33226252764678,119.41149343929091,150.31319954814356
2020-03-07,17,1,94.36628678858966,130.52384943736823,164.30124823994066,94.36628678858966,130.52384943736823,164.30124823994066
2020-03-08,32,3,170.67789403369505,236.07515460526528,297.16747358645887,56.892631344565025,78.6917182017551,99.05582452881961
2020-03-09,56,23,836.2832876201636,1156.7151536317533,1456.053774225736,36.360142940007115,50.291963201380575,63.30668583590157
2020-03-10,120,50,988.1002540747133,1366.7025924290979,1720.3824655555704,19.762005081494266,27.334051848581954,34.407649311111406
2020-03-11,110,29,614.412231997592,849.8315700541896,1069.7538293230652,21.18662868957214,29.304536898420327,36.888063080105695
2020-03-12,60,6,206.44589586666845,285.5480908073818,359.4431818738024,34.407649311111406,47.59134846789697,59.90719697896707
2020-03-13,82,9,241.194517056832,333.611058576179,419.94404537552344,26.799390784092445,37.067895397353226,46.66044948616927
2020-03-14,66,3,95.64496437945027,132.2924675215187,166.5275552339363,31.88165479315009,44.09748917383956,55.50918507797877
2020-03-15,82,10,267.99390784092446,370.67895397353226,466.60449486169273,26.799390784092445,37.067895397353226,46.66044948616927
2020-03-16,125,23,439.92214990341705,608.4835422929872,765.9489508097234,19.12704999580074,26.455806186651618,33.30212829607493
2020-03-17,121,21,412.2560159831267,570.2168008409682,717.7794138726538,19.63123885633937,27.153180992427053,34.179972089173994
2020-03-18,145,20,339.7125547232738,469.8774515100003,591.4739117462228,16.98562773616369,23.493872575500014,29.573695587311143
2020-03-19,188,20,275.98134046560665,381.7268661970023,480.5114228031066,13.799067023280333,19.086343309850115,24.025571140155332
2020-03-20,164,22,338.6285771947066,468.3781351275599,589.5865972500338,15.392208054304845,21.289915233070907,26.799390784092445
2020-03-21,50,6,238.8643023320984,330.3879944264869,415.88690589308794,39.81071705534973,55.06466573774781,69.31448431551466
2020-03-22,73,14,411.76151300873846,569.5328231835662,716.9184341868433,29.41153664348132,40.6809159416833,51.20845958477452
2020-03-23,123,28,542.512745425355,750.3829419545884,944.5695522507392,19.375455193762676,26.799390784092445,33.73462686609783
2020-03-24,149,29,481.9755267399519,666.6501695212239,839.1681325968225,16.619845749653514,22.987936880042206,28.93683215851112
2020-03-25,177,26,376.50499161566984,520.7673472217562,655.5332650696478,14.480961215987302,20.02951335468293,25.212817887294147
2020-03-26,182,26,368.20716991576086,509.2901166654299,641.0859183596747,14.161814227529264,19.588081410208844,24.657150706141334
2020-03-27,380,48,377.21622413780057,521.7510969250959,656.7715928151987,7.858671336204179,10.869814519272833,13.682741516983306
2020-03-28,242,53,597.584852192019,826.5565799818494,1040.4556593859866,11.275185890415452,15.595407169468857,19.63123885633937
2020-03-29,233,40,464.8911277925799,643.0196803728013,809.4224663424018,11.622278194814498,16.075492009320033,20.235561658560044
2020-03-30,469,48,318.77111878315856,440.9120558727481,555.0127540384287,6.641064974649137,9.185667830682252,11.562765709133933
2020-03-31,394,48,366.4546723518175,506.8661288625829,638.0346428767427,7.634472340662865,10.559711017970477,13.292388393265474
2020-04-01,419,44,319.7845382720219,442.31377906524415,556.7772198521993,7.267830415273226,10.052585887846458,12.65402772391362
2020-04-02,655,60,305.0241417784418,421.8977614902381,531.0778768882788,5.083735696307364,7.031629358170635,8.851297948137978
2020-04-03,998,97,352.08158016828946,486.98581584025186,613.0096358833878,3.629707012044221,5.020472328250019,6.319686967869977
2020-04-04,749,93,424.6914305549399,587.4169920798042,739.4307281932794,4.566574522096128,6.3163117427935935,7.950868045089026
2020-04-05,367,43,347.4654342881062,480.60093888524574,604.9724590908867,8.080591495072238,11.17676602058711,14.069126955602014
2020-04-06,917,97,376.749139626274,521.1050434399821,655.958351445966,3.884011748724474,5.372216942680228,6.762457231401711
2020-04-07,839,61,254.38779435038703,351.8594966323179,442.914875334776,4.170291710662083,5.768188469382261,7.260899595652066
2020-04-08,808,65,279.35745883022287,386.39658437816934,486.3895862912487,4.297807058926506,5.94456283658722,7.482916712173057
2020-04-09,442,29,201.94643267520777,279.3246048979818,351.60916144208994,6.9636700922485435,9.631882927516614,12.124453842830688
2020-04-10,334,27,235.25702144461454,325.39854105855835,409.6062650759551,8.713223016467206,12.051797816983642,15.170602410220559
2020-04-11,329,25,220.47497081234164,304.9525723046449,383.86922006676105,8.818998832493666,12.198102892185794,15.354768802670442
2020-04-12,325,27,240.45459397334827,332.58762518242656,418.65576446127835,8.905725702716603,12.318060191941726,15.505769054121421
2020-04-13,305,32,299.8376119628332,414.72395122607526,522.0476039832182,9.369925373838537,12.960123475814852,16.31398762447557
2020-04-14,907,35,137.13812841849386,189.68422977073553,238.77134988819208,3.918232240528396,5.4195494220210145,6.822038568234059
2020-04-15,780,36,159.14859982261646,220.1282744965112,277.0938064467364,4.420794439517124,6.114674291569756,7.697050179076011
2020-04-16,693,34,165.22217418771663,228.52901095605847,287.66851361625413,4.859475711403431,6.721441498707602,8.46083863577218
2020-04-17,651,28,143.04386758441774,197.85282298280438,249.05383900334215,5.108709556586348,7.066172249385871,8.894779964405076
2020-04-18,421,27,195.48529362891847,270.3878037503315,340.3596649695264,7.240196060330313,10.014363101864129,12.605913517389869
2020-04-19,253,23,250.26920989843498,346.1628276714421,435.74400330551697,10.881269995584129,15.050557724845309,18.945391448065955
2020-04-20,986,44,161.26018288704785,223.04893567070573,280.77028609911105,3.665004156523815,5.069293992516039,6.381142865888887
2020-04-21,1604,39,96.8449812340814,133.95228507486888,168.6169059314643,2.4832046470277285,3.434673976278689,4.323510408499084
2020-04-22,1342,46,131.74429642555725,182.2236870399004,229.38014292864088,2.8640064440338535,3.9613845008674,4.9865248462748015
2020-04-23,1414,35,96.1356617795526,132.97118145368552,167.3819090300704,2.7467331937015027,3.7991766129624436,4.782340258002011
2020-04-24,1538,41,105.29185858665608,145.63568372605627,183.3237736062186,2.5680941118696605,3.5520898469769824,4.471311551371185
2020-04-25,1530,30,77.3649258336392,107.00821527359375,134.70015952767497,2.578830861121307,3.5669405091197914,4.490005317589166
2020-04-26,1230,30,92.12408111228937,127.42251604743966,160.3973414108827,3.070802703742979,4.247417201581322,5.346578047029423
2020-04-27,1895,44,95.6183639405044,132.25567480871737,166.4812411797198,2.1731446350114636,3.0058107911072134,3.7836645722663587
2020-04-28,1967,33,69.6059644568814,96.27631576800943,121.1910231334162,2.109271650208527,2.9174641141821036,3.672455246467157
2020-04-29,1780,23,52.54940918946617,72.68433893594603,91.49383554153657,2.284756921281138,3.160188649388958,3.9779928496320247
2020-04-30,1819,36,80.83740154013782,111.81121125567945,140.74609089232393,2.2454833761149398,3.105866979324429,3.909613635897887
2020-05-01,1968,27,56.92718283654008,78.73950850791063,99.11598217042282,2.108414179131114,2.916278092885579,3.670962302608253
2020-05-02,1289,16,47.3253301368511,65.45859199901255,82.39818561762155,2.9578331335531938,4.091161999938285,5.149886601101347
2020-05-03,1187,21,66.34905215657743,91.77147886934077,115.52040945814481,3.1594786741227345,4.37007042234956,5.500971878959277
2020-05-04,2303,24,44.62231470558116,61.71988412796575,77.69196240504121,1.8592631127325483,2.5716618386652397,3.2371651002100506
2020-05-05,2354,26,47.501156632322555,65.70178850279605,82.70431732697165,1.8269675627816366,2.526991865492156,3.180935281806602
2020-05-06,2067,30,60.81698369476489,84.11973272609693,105.88851882689755,2.0272327898254967,2.8039910908698977,3.529617294229918
2020-05-07,1977,20,42.014641645942646,58.11305018969009,73.15173990312034,2.1007320822971325,2.9056525094845047,3.6575869951560174
2020-05-08,1527,13,33.577482090388386,46.44309282477473,58.461791895706256,2.5828832377221835,3.5725456019057487,4.497060915054328
2020-05-09,937,13,49.62810393221601,68.64370090160074,86.40754766701848,3.8175464563243082,5.280284684738519,6.646734435924498
2020-05-10,828,11,46.36010588411718,64.12353061931258,80.71763258377234,4.214555080374289,5.829411874482962,7.337966598524758
