"Kolding";"45 år";1345
"Kolding";"46 år";1368
"Kolding";"47 år";1354
"Kolding";"48 år";1371
"Kolding";"49 år";1308
"Kolding";"50 år";1270
"Kolding";"51 år";1327
"Kolding";"52 år";1277
"Kolding";"53 år";1349
"Kolding";"54 år";1461
"Kolding";"55 år";1374
"Kolding";"56 år";1348
"Kolding";"57 år";1247
"Kolding";"58 år";1172
"Kolding";"59 år";1146
"Kolding";"60 år";1100
"Kolding";"61 år";1109
"Kolding";"62 år";1037
"Kolding";"63 år";1101
"Kolding";"64 år";1059
"Kolding";"65 år";1075
"Kolding";"66 år";1005
"Kolding";"67 år";1018
"Kolding";"68 år";1017
"Kolding";"69 år";883
"Kolding";"70 år";932
"Kolding";"71 år";876
"Kolding";"72 år";977
"Kolding";"73 år";1014
"Kolding";"74 år";1070
"Kolding";"75 år";914
"Kolding";"76 år";907
"Kolding";"77 år";698
"Kolding";"78 år";721
"Kolding";"79 år";685
"Kolding";"80 år";586
"Kolding";"81 år";553
"Kolding";"82 år";495
"Kolding";"83 år";418
"Kolding";"84 år";404
"Kolding";"85 år";315
"Kolding";"86 år";270
"Kolding";"87 år";245
"Kolding";"88 år";221
"Kolding";"89 år";170
"Kolding";"90 år";160
"Kolding";"91 år";119
"Kolding";"92 år";104
"Kolding";"93 år";82
"Kolding";"94 år";72
"Kolding";"95 år";44
"Kolding";"96 år";32
"Kolding";"97 år";34
"Kolding";"98 år";13
"Kolding";"99 år";16
"Kolding";"100 år";5
"Kolding";"101 år";2
"Kolding";"102 år";4
"Kolding";"103 år";3
"Kolding";"104 år";0
"Kolding";"105 år";0
"Kolding";"106 år";0
"Kolding";"107 år";0
"Kolding";"108 år";0
"Kolding";"109 år";0
"Kolding";"110 år";0
"Kolding";"111 år";0
"Kolding";"112 år";0
"Kolding";"113 år";0
"Kolding";"114 år";0
"Kolding";"115 år";0
"Kolding";"116 år";0
"Kolding";"117 år";0
"Kolding";"118 år";0
"Kolding";"119 år";0
"Kolding";"120 år";0
"Kolding";"121 år";0
"Kolding";"122 år";0
"Kolding";"123 år";0
"Kolding";"124 år";0
"Kolding";"125 år";0
"Sønderborg";"0 år";607
"Sønderborg";"1 år";608
"Sønderborg";"2 år";672
"Sønderborg";"3 år";702
"Sønderborg";"4 år";737
"Sønderborg";"5 år";635
"Sønderborg";"6 år";707
"Sønderborg";"7 år";725
"Sønderborg";"8 år";744
"Sønderborg";"9 år";773
"Sønderborg";"10 år";891
"Sønderborg";"11 år";801
"Sønderborg";"12 år";838
"Sønderborg";"13 år";867
"Sønderborg";"14 år";874
"Sønderborg";"15 år";900
