Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2021-09-27,423.7142857142857,129.85714285714286,34735.0,27649.714285714286,2.7142857142857144,13.714285714285714
2021-09-28,430.42857142857144,128.85714285714286,34700.42857142857,26958.14285714286,2.857142857142857,15.0
2021-09-29,428.42857142857144,126.42857142857143,34886.57142857143,26737.714285714286,2.5714285714285716,14.142857142857142
2021-09-30,435.42857142857144,128.71428571428572,35022.0,26570.571428571428,2.2857142857142856,12.571428571428571
2021-10-01,446.7142857142857,132.28571428571428,35256.0,26106.285714285714,1.5714285714285714,13.428571428571429
2021-10-02,450.85714285714283,131.28571428571428,35453.142857142855,25555.0,1.5714285714285714,15.428571428571429
2021-10-03,483.85714285714283,138.57142857142858,35428.28571428572,25724.285714285714,1.5714285714285714,16.0
2021-10-04,514.2857142857143,150.28571428571428,35977.57142857143,25683.85714285714,1.4285714285714286,15.714285714285714
2021-10-05,544.7142857142857,159.28571428571428,36645.857142857145,25759.0,1.0,14.285714285714286
2021-10-06,565.7142857142857,155.57142857142858,37307.857142857145,25176.0,1.2857142857142858,15.857142857142858
2021-10-07,586.8571428571429,144.42857142857142,38389.42857142857,23508.14285714286,1.5714285714285714,16.714285714285715
2021-10-08,613.4285714285714,126.85714285714286,40182.28571428572,21800.285714285714,1.8571428571428572,16.571428571428573
2021-10-09,642.2857142857143,119.14285714285714,42284.57142857143,20580.285714285714,1.5714285714285714,15.285714285714286
2021-10-10,658.7142857142857,99.14285714285714,44859.0,19080.85714285714,1.8571428571428572,17.714285714285715
2021-10-11,675.7142857142857,81.0,48269.28571428572,17300.285714285714,1.7142857142857142,19.714285714285715
2021-10-12,682.4285714285714,66.14285714285714,50831.28571428572,14137.285714285714,2.0,22.428571428571427
2021-10-13,701.4285714285714,61.0,52578.42857142857,13161.285714285714,2.0,23.428571428571427
2021-10-14,724.8571428571429,62.714285714285715,53103.0,13297.285714285714,2.2857142857142856,24.142857142857142
2021-10-15,756.4285714285714,65.14285714285714,53067.0,10914.42857142857,2.142857142857143,26.857142857142858
2021-10-16,808.2857142857143,63.857142857142854,53314.142857142855,8471.857142857143,2.5714285714285716,28.142857142857142
2021-10-17,886.2857142857143,69.42857142857143,55426.71428571428,6468.428571428572,2.2857142857142856,28.285714285714285
2021-10-18,978.2857142857143,72.42857142857143,58375.142857142855,4403.0,2.4285714285714284,29.857142857142858
2021-10-19,1062.5714285714287,78.71428571428571,60316.71428571428,3888.714285714286,2.2857142857142856,31.428571428571427
2021-10-20,1149.5714285714287,85.28571428571429,62481.0,4072.4285714285716,2.0,33.0
2021-10-21,1255.2857142857142,93.42857142857143,66866.14285714286,4274.142857142857,1.4285714285714286,36.57142857142857
2021-10-22,1349.0,101.42857142857143,71634.85714285714,7102.857142857143,1.8571428571428572,36.714285714285715
2021-10-23,1462.5714285714287,109.57142857142857,76125.0,10292.285714285714,1.8571428571428572,38.714285714285715
2021-10-24,1540.5714285714287,120.0,78743.28571428571,13380.57142857143,1.8571428571428572,41.0
2021-10-25,1594.4285714285713,130.14285714285714,81735.57142857143,16784.428571428572,1.7142857142857142,42.0
2021-10-26,1649.2857142857142,137.0,85766.42857142857,19826.0,2.142857142857143,42.857142857142854
2021-10-27,1678.7142857142858,150.57142857142858,87906.0,20503.714285714286,2.4285714285714284,44.142857142857146
2021-10-28,1717.857142857143,173.42857142857142,89887.14285714286,21560.14285714286,2.7142857142857144,44.42857142857143
2021-10-29,1805.0,211.42857142857142,94672.0,24200.285714285714,2.142857142857143,48.285714285714285
2021-10-30,1866.142857142857,252.42857142857142,99429.42857142857,27344.428571428572,2.142857142857143,51.57142857142857
2021-10-31,1935.7142857142858,304.14285714285717,103050.14285714286,31007.428571428572,2.2857142857142856,51.142857142857146
2021-11-01,2016.857142857143,354.57142857142856,107806.71428571429,35857.28571428572,3.2857142857142856,54.0
2021-11-02,2103.5714285714284,416.42857142857144,111998.28571428571,41935.28571428572,3.142857142857143,54.0
2021-11-03,2182.5714285714284,446.42857142857144,114732.85714285714,45819.142857142855,3.2857142857142856,54.0
2021-11-04,2307.285714285714,495.7142857142857,118688.0,49425.0,3.5714285714285716,55.285714285714285
2021-11-05,2465.4285714285716,581.0,123028.57142857143,55778.142857142855,3.7142857142857144,55.142857142857146
2021-11-06,2639.5714285714284,649.4285714285714,129983.57142857143,62721.42857142857,3.7142857142857144,54.142857142857146
2021-11-07,2811.0,721.5714285714286,136019.0,69581.28571428571,3.857142857142857,56.714285714285715
2021-11-08,2967.285714285714,812.1428571428571,142641.85714285713,77016.14285714286,3.2857142857142856,57.57142857142857
2021-11-09,3075.285714285714,875.7142857142857,146574.85714285713,86886.85714285714,3.7142857142857144,61.714285714285715
2021-11-10,3210.5714285714284,930.1428571428571,150384.2857142857,93001.42857142857,4.428571428571429,64.71428571428571
2021-11-11,3278.285714285714,994.5714285714286,152467.14285714287,98664.71428571429,4.714285714285714,66.42857142857143
2021-11-12,3446.8571428571427,1057.142857142857,155284.14285714287,106425.71428571429,6.0,70.28571428571429
2021-11-13,3528.5714285714284,1126.142857142857,155531.42857142858,111178.71428571429,6.142857142857143,74.71428571428571
2021-11-14,3589.1428571428573,1189.0,156728.57142857142,116090.42857142857,6.0,76.0
2021-11-15,3693.4285714285716,1225.0,157445.42857142858,121485.0,6.571428571428571,77.85714285714286
2021-11-16,3853.285714285714,1270.0,160302.85714285713,125787.14285714286,6.857142857142857,77.71428571428571
2021-11-17,3967.4285714285716,1307.142857142857,162520.57142857142,129267.71428571429,6.142857142857143,80.42857142857143
2021-11-18,4054.0,1350.4285714285713,164302.42857142858,131357.57142857142,5.857142857142857,81.14285714285714
2021-11-19,4050.8571428571427,1381.4285714285713,165668.7142857143,133106.42857142858,5.428571428571429,81.14285714285714
2021-11-20,4132.142857142857,1399.7142857142858,167686.7142857143,135658.0,6.428571428571429,81.0
2021-11-21,4141.714285714285,1432.2857142857142,169931.14285714287,139061.85714285713,7.428571428571429,80.14285714285714
2021-11-22,4129.142857142857,1458.4285714285713,172596.7142857143,143910.7142857143,8.142857142857142,80.85714285714286
2021-11-23,4135.285714285715,1469.142857142857,173347.0,147628.57142857142,8.571428571428571,82.42857142857143
2021-11-24,4154.142857142857,1481.4285714285713,173897.57142857142,150038.2857142857,9.428571428571429,81.0
2021-11-25,4182.714285714285,1493.7142857142858,175124.14285714287,154419.57142857142,11.0,81.57142857142857
2021-11-26,4266.142857142857,1512.857142857143,177421.85714285713,160797.85714285713,11.428571428571429,80.85714285714286
2021-11-27,4367.285714285715,1557.0,179143.57142857142,166968.42857142858,11.714285714285714,82.57142857142857
2021-11-28,4441.714285714285,1576.2857142857142,179783.14285714287,169601.2857142857,11.0,84.42857142857143
2021-11-29,4511.571428571428,1606.857142857143,179553.85714285713,173851.57142857142,11.0,84.71428571428571
2021-11-30,4657.285714285715,1655.4285714285713,180593.42857142858,179710.14285714287,11.142857142857142,86.57142857142857
2021-12-01,4836.428571428572,1702.5714285714287,181422.85714285713,182746.57142857142,11.0,89.0
2021-12-02,4967.285714285715,1779.7142857142858,181295.0,185685.7142857143,9.857142857142858,89.42857142857143
2021-12-03,5255.714285714285,1916.2857142857142,183103.7142857143,189733.42857142858,9.714285714285714,93.71428571428571
2021-12-04,5531.428571428572,2029.5714285714287,184694.85714285713,195500.57142857142,8.857142857142858,93.71428571428571
2021-12-05,5836.714285714285,2155.714285714286,187536.7142857143,204268.0,10.428571428571429,96.0
2021-12-06,6133.0,2272.8571428571427,191764.2857142857,211365.57142857142,9.714285714285714,95.85714285714286
2021-12-07,6386.857142857143,2366.1428571428573,195009.2857142857,216640.7142857143,9.285714285714286,98.42857142857143
2021-12-08,6616.714285714285,2444.285714285714,196895.7142857143,221489.14285714287,9.571428571428571,96.85714285714286
2021-12-09,6953.714285714285,2575.8571428571427,199431.57142857142,226199.0,9.428571428571429,98.85714285714286
2021-12-10,7454.857142857143,2777.714285714286,202362.2857142857,230842.7142857143,9.571428571428571,100.14285714285714
2021-12-11,8052.857142857143,3015.714285714286,204356.2857142857,233787.85714285713,9.714285714285714,101.85714285714286
2021-12-12,8702.142857142857,3263.1428571428573,206033.85714285713,231687.0,9.0,107.0
2021-12-13,9264.285714285714,3513.1428571428573,207690.0,229808.14285714287,9.285714285714286,111.14285714285714
2021-12-14,9852.142857142857,3775.285714285714,210956.0,229536.0,10.0,112.42857142857143
2021-12-15,10387.714285714286,4058.4285714285716,213837.7142857143,235692.85714285713,10.142857142857142,116.28571428571429
2021-12-16,10883.857142857143,4332.428571428572,215956.14285714287,241700.7142857143,11.142857142857142,116.85714285714286
2021-12-17,11357.42857142857,4581.142857142857,221286.0,239811.42857142858,11.428571428571429,116.85714285714286
2021-12-18,11669.0,4809.0,225992.42857142858,239396.42857142858,11.857142857142858,120.42857142857143
2021-12-19,11821.142857142857,4977.428571428572,233441.57142857142,246481.42857142858,12.285714285714286,121.71428571428571
2021-12-20,12206.142857142857,5009.857142857143,231792.2857142857,249606.42857142858,13.571428571428571,125.28571428571429
2021-12-21,11685.0,4975.571428571428,208626.85714285713,232922.2857142857,13.0,120.14285714285714
