date,cases0_1,cases1_5,cases5_15,cases15_65,cases65,casesSum,pop0_1,pop1_4,pop5_14,pop15_64,pop65,popSum,ratio0_1,ratio1_4,ratio5_14,ratio15_64,ratio65,ratioAll,ratioK0_1,ratioK1_4,ratioK5_14,ratioK15_64,ratioK65,ratioKAll
1916-09-24,0,2,1,18,0,21,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,5.488022391131356e-05,1.1364927832708262e-05,5.2746325339334696e-05,0.0,4.170986617091511e-05,0.0,0.05488022391131356,0.011364927832708262,0.052746325339334696,0.0,0.041709866170915114
1916-10-01,1,3,4,24,1,33,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.00010738831615120275,8.232033586697034e-05,4.545971133083305e-05,7.032843378577959e-05,3.51160585735857e-05,6.554407541143803e-05,0.10738831615120274,0.08232033586697034,0.04545971133083305,0.07032843378577959,0.0351160585735857,0.06554407541143803
1916-10-08,0,1,1,25,3,30,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,2.744011195565678e-05,1.1364927832708262e-05,7.32587851935204e-05,0.0001053481757207571,5.9585523101307306e-05,0.0,0.02744011195565678,0.011364927832708262,0.0732587851935204,0.1053481757207571,0.059585523101307304
1916-10-15,0,2,5,22,1,30,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,5.488022391131356e-05,5.682463916354131e-05,6.446773097029795e-05,3.51160585735857e-05,5.9585523101307306e-05,0.0,0.05488022391131356,0.05682463916354131,0.06446773097029795,0.0351160585735857,0.059585523101307304
1916-10-22,0,0,5,42,3,50,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,0.0,5.682463916354131e-05,0.00012307475912511429,0.0001053481757207571,9.930920516884552e-05,0.0,0.0,0.05682463916354131,0.12307475912511429,0.1053481757207571,0.09930920516884552
1916-10-29,0,0,7,54,8,69,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,0.0,7.955449482895784e-05,0.00015823897601800407,0.0002809284685886856,0.0001370467031330068,0.0,0.0,0.07955449482895784,0.15823897601800407,0.2809284685886856,0.1370467031330068
1916-11-05,0,6,8,39,1,54,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.0,0.00016464067173394068,9.09194226616661e-05,0.00011428370490189184,3.51160585735857e-05,0.00010725394158235315,0.0,0.16464067173394067,0.0909194226616661,0.11428370490189184,0.0351160585735857,0.10725394158235316
1916-11-12,1,5,10,65,7,88,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.00010738831615120275,0.0001372005597782839,0.00011364927832708262,0.00019047284150315306,0.0002458124100150999,0.0001747842010971681,0.10738831615120274,0.13720055977828388,0.11364927832708262,0.19047284150315305,0.24581241001509993,0.17478420109716808
1916-11-19,3,6,12,63,6,90,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.00032216494845360824,0.00016464067173394068,0.00013637913399249915,0.00018461213868767141,0.0002106963514415142,0.00017875656930392192,0.32216494845360827,0.16464067173394067,0.13637913399249915,0.1846121386876714,0.2106963514415142,0.17875656930392192
1916-11-26,1,2,11,44,9,67,9312.0,36443.0,87990.0,341256.0,28477.0,503478.0,0.00010738831615120275,5.488022391131356e-05,0.00012501420615979088,0.0001289354619405959,0.0003160445271622713,0.00013307433492625297,0.10738831615120274,0.05488022391131356,0.1250142061597909,0.1289354619405959,0.3160445271622713,0.13307433492625298
