"Døde pr. dag (eksperimentel statistik) efter køn, tid og alder"

" "," ","I alt"
"I alt"
" ","2019M08D30",127
" ","2019M08D31",130
" ","2019M09D01",133
" ","2019M09D02",150
" ","2019M09D03",134
" ","2019M09D04",139
" ","2019M09D05",133
" ","2019M09D06",156
" ","2019M09D07",134
" ","2019M09D08",137
" ","2019M09D09",118
" ","2019M09D10",154
" ","2019M09D11",127
" ","2019M09D12",137
" ","2019M09D13",158
" ","2019M09D14",132
" ","2019M09D15",140
" ","2019M09D16",150
" ","2019M09D17",134
" ","2019M09D18",145
" ","2019M09D19",127
" ","2019M09D20",159
" ","2019M09D21",152
" ","2019M09D22",140
" ","2019M09D23",139
" ","2019M09D24",154
" ","2019M09D25",150
" ","2019M09D26",152
" ","2019M09D27",153
" ","2019M09D28",136
" ","2019M09D29",132
" ","2019M09D30",134
" ","2019M10D01",137
" ","2019M10D02",152
" ","2019M10D03",142
" ","2019M10D04",153
" ","2019M10D05",122
" ","2019M10D06",132
" ","2019M10D07",155
" ","2019M10D08",141
" ","2019M10D09",135
" ","2019M10D10",143
" ","2019M10D11",159
" ","2019M10D12",166
" ","2019M10D13",134
" ","2019M10D14",112
" ","2019M10D15",138
" ","2019M10D16",148
" ","2019M10D17",156
" ","2019M10D18",160
" ","2019M10D19",155
" ","2019M10D20",129
" ","2019M10D21",124
" ","2019M10D22",142
" ","2019M10D23",154
" ","2019M10D24",146
" ","2019M10D25",158
" ","2019M10D26",140
" ","2019M10D27",162
" ","2019M10D28",130
" ","2019M10D29",131
" ","2019M10D30",130
" ","2019M10D31",154
" ","2019M11D01",146
" ","2019M11D02",125
" ","2019M11D03",138
" ","2019M11D04",158
" ","2019M11D05",153
" ","2019M11D06",156
" ","2019M11D07",146
" ","2019M11D08",149
" ","2019M11D09",141
" ","2019M11D10",143
" ","2019M11D11",129
" ","2019M11D12",153
" ","2019M11D13",129
" ","2019M11D14",151
" ","2019M11D15",166
" ","2019M11D16",158
" ","2019M11D17",151
" ","2019M11D18",157
" ","2019M11D19",144
" ","2019M11D20",154
" ","2019M11D21",164
" ","2019M11D22",153
" ","2019M11D23",150
" ","2019M11D24",135
" ","2019M11D25",144
" ","2019M11D26",177
" ","2019M11D27",164
" ","2019M11D28",143
" ","2019M11D29",158
" ","2019M11D30",149
" ","2019M12D01",160
" ","2019M12D02",159
" ","2019M12D03",153
" ","2019M12D04",151
" ","2019M12D05",177
" ","2019M12D06",154
" ","2019M12D07",165
" ","2019M12D08",145
" ","2019M12D09",156
" ","2019M12D10",164
" ","2019M12D11",157
" ","2019M12D12",153
" ","2019M12D13",170
" ","2019M12D14",156
" ","2019M12D15",151
" ","2019M12D16",143
" ","2019M12D17",148
" ","2019M12D18",130
" ","2019M12D19",141
" ","2019M12D20",163
" ","2019M12D21",156
" ","2019M12D22",161
" ","2019M12D23",141
" ","2019M12D24",148
" ","2019M12D25",140
" ","2019M12D26",158
" ","2019M12D27",139
" ","2019M12D28",154
" ","2019M12D29",158
" ","2019M12D30",152
" ","2019M12D31",158
" ","2020M01D01",163
" ","2020M01D02",159
" ","2020M01D03",152
" ","2020M01D04",162
" ","2020M01D05",171
" ","2020M01D06",161
" ","2020M01D07",154
" ","2020M01D08",163
" ","2020M01D09",172
" ","2020M01D10",166
" ","2020M01D11",163
" ","2020M01D12",171
" ","2020M01D13",158
" ","2020M01D14",165
" ","2020M01D15",151
" ","2020M01D16",156
" ","2020M01D17",146
" ","2020M01D18",148
" ","2020M01D19",147
" ","2020M01D20",136
" ","2020M01D21",129
" ","2020M01D22",175
" ","2020M01D23",146
" ","2020M01D24",155
" ","2020M01D25",124
" ","2020M01D26",168
" ","2020M01D27",155
" ","2020M01D28",155
" ","2020M01D29",156
" ","2020M01D30",169
" ","2020M01D31",151
" ","2020M02D01",172
" ","2020M02D02",136
" ","2020M02D03",169
" ","2020M02D04",142
" ","2020M02D05",139
" ","2020M02D06",142
" ","2020M02D07",156
" ","2020M02D08",163
" ","2020M02D09",168
" ","2020M02D10",159
" ","2020M02D11",160
" ","2020M02D12",155
" ","2020M02D13",151
" ","2020M02D14",140
" ","2020M02D15",153
" ","2020M02D16",141
" ","2020M02D17",151
" ","2020M02D18",144
" ","2020M02D19",136
" ","2020M02D20",149
" ","2020M02D21",154
" ","2020M02D22",156
" ","2020M02D23",144
" ","2020M02D24",140
" ","2020M02D25",140
" ","2020M02D26",154
" ","2020M02D27",163
" ","2020M02D28",142
" ","2020M02D29",154
" ","2020M03D01",132
" ","2020M03D02",146
" ","2020M03D03",152
" ","2020M03D04",161
" ","2020M03D05",158
" ","2020M03D06",153
" ","2020M03D07",154
" ","2020M03D08",137
" ","2020M03D09",149
" ","2020M03D10",133
" ","2020M03D11",165
" ","2020M03D12",156
" ","2020M03D13",167
" ","2020M03D14",167
" ","2020M03D15",129
" ","2020M03D16",166
" ","2020M03D17",153
" ","2020M03D18",183
" ","2020M03D19",174
" ","2020M03D20",165
" ","2020M03D21",143
" ","2020M03D22",156
" ","2020M03D23",158
" ","2020M03D24",180
" ","2020M03D25",172
" ","2020M03D26",145
" ","2020M03D27",160
" ","2020M03D28",170
" ","2020M03D29",127
" ","2020M03D30",164
" ","2020M03D31",165
" ","2020M04D01",160
" ","2020M04D02",170
" ","2020M04D03",167
" ","2020M04D04",160
" ","2020M04D05",170
" ","2020M04D06",191
" ","2020M04D07",164
" ","2020M04D08",143
" ","2020M04D09",158
" ","2020M04D10",159
" ","2020M04D11",171
" ","2020M04D12",157
" ","2020M04D13",151
" ","2020M04D14",147
" ","2020M04D15",185
" ","2020M04D16",145
" ","2020M04D17",166
" ","2020M04D18",167
" ","2020M04D19",117
" ","2020M04D20",166
" ","2020M04D21",151
" ","2020M04D22",150
" ","2020M04D23",165
" ","2020M04D24",148
" ","2020M04D25",137
" ","2020M04D26",169
" ","2020M04D27",157
" ","2020M04D28",160
" ","2020M04D29",150
" ","2020M04D30",139
" ","2020M05D01",147
" ","2020M05D02",150
" ","2020M05D03",145
" ","2020M05D04",147
" ","2020M05D05",129
" ","2020M05D06",148
" ","2020M05D07",159
" ","2020M05D08",150
" ","2020M05D09",154
" ","2020M05D10",140
" ","2020M05D11",132
" ","2020M05D12",119
" ","2020M05D13",137
" ","2020M05D14",138
" ","2020M05D15",142
" ","2020M05D16",148
" ","2020M05D17",135
" ","2020M05D18",141
" ","2020M05D19",151
" ","2020M05D20",149
" ","2020M05D21",140
" ","2020M05D22",127
" ","2020M05D23",157
" ","2020M05D24",129
" ","2020M05D25",124
" ","2020M05D26",149
" ","2020M05D27",134
" ","2020M05D28",124
" ","2020M05D29",140
" ","2020M05D30",153
" ","2020M05D31",144
" ","2020M06D01",128
" ","2020M06D02",151
" ","2020M06D03",141
" ","2020M06D04",145
" ","2020M06D05",154
" ","2020M06D06",131
" ","2020M06D07",112
" ","2020M06D08",135
" ","2020M06D09",124
" ","2020M06D10",141
" ","2020M06D11",161
" ","2020M06D12",148
" ","2020M06D13",151
" ","2020M06D14",140
" ","2020M06D15",129
" ","2020M06D16",145
" ","2020M06D17",151
" ","2020M06D18",128
" ","2020M06D19",138
" ","2020M06D20",131
" ","2020M06D21",126
" ","2020M06D22",135
" ","2020M06D23",129
" ","2020M06D24",128
" ","2020M06D25",164
" ","2020M06D26",156
" ","2020M06D27",144
" ","2020M06D28",128
" ","2020M06D29",134
" ","2020M06D30",151
" ","2020M07D01",162
" ","2020M07D02",129
" ","2020M07D03",133
" ","2020M07D04",154
" ","2020M07D05",133
" ","2020M07D06",134
" ","2020M07D07",135
" ","2020M07D08",132
" ","2020M07D09",138
" ","2020M07D10",136
" ","2020M07D11",156
" ","2020M07D12",126
" ","2020M07D13",157
" ","2020M07D14",152
" ","2020M07D15",157
" ","2020M07D16",115
" ","2020M07D17",143
" ","2020M07D18",148
" ","2020M07D19",154
" ","2020M07D20",129
" ","2020M07D21",132
" ","2020M07D22",145
" ","2020M07D23",125
" ","2020M07D24",148
" ","2020M07D25",117
" ","2020M07D26",148
" ","2020M07D27",147
" ","2020M07D28",135
" ","2020M07D29",148
" ","2020M07D30",132
" ","2020M07D31",137
" ","2020M08D01",146
" ","2020M08D02",138
" ","2020M08D03",138
" ","2020M08D04",116
" ","2020M08D05",137
" ","2020M08D06",136
" ","2020M08D07",121
" ","2020M08D08",152
" ","2020M08D09",157
" ","2020M08D10",152
" ","2020M08D11",171
" ","2020M08D12",114
" ","2020M08D13",156
" ","2020M08D14",141
" ","2020M08D15",133
" ","2020M08D16",126
" ","2020M08D17",154
" ","2020M08D18",155
" ","2020M08D19",138
" ","2020M08D20",135
" ","2020M08D21",141
" ","2020M08D22",132
" ","2020M08D23",140
" ","2020M08D24",117
" ","2020M08D25",142
" ","2020M08D26",147
" ","2020M08D27",151
" ","2020M08D28",127
" ","2020M08D29",144
" ","2020M08D30",125
" ","2020M08D31",134
" ","2020M09D01",129
" ","2020M09D02",154
" ","2020M09D03",150
" ","2020M09D04",145
" ","2020M09D05",145
" ","2020M09D06",128
" ","2020M09D07",132
" ","2020M09D08",128
" ","2020M09D09",156
" ","2020M09D10",153
" ","2020M09D11",135
" ","2020M09D12",150
" ","2020M09D13",130
" ","2020M09D14",162
" ","2020M09D15",147
" ","2020M09D16",151
" ","2020M09D17",158
" ","2020M09D18",165
" ","2020M09D19",144
" ","2020M09D20",155
" ","2020M09D21",149
" ","2020M09D22",135
" ","2020M09D23",131
" ","2020M09D24",130
" ","2020M09D25",127
" ","2020M09D26",176
" ","2020M09D27",126
" ","2020M09D28",132
" ","2020M09D29",140
" ","2020M09D30",118
" ","2020M10D01",131
" ","2020M10D02",173
" ","2020M10D03",153
" ","2020M10D04",149
" ","2020M10D05",138
" ","2020M10D06",139
" ","2020M10D07",126
" ","2020M10D08",114
" ","2020M10D09",140
" ","2020M10D10",140
" ","2020M10D11",141
" ","2020M10D12",137
" ","2020M10D13",163
" ","2020M10D14",157
" ","2020M10D15",136
" ","2020M10D16",124
" ","2020M10D17",154
" ","2020M10D18",137
" ","2020M10D19",162
" ","2020M10D20",148
" ","2020M10D21",140
" ","2020M10D22",160
" ","2020M10D23",160
" ","2020M10D24",167
" ","2020M10D25",159
" ","2020M10D26",144
" ","2020M10D27",151
" ","2020M10D28",131
" ","2020M10D29",149
" ","2020M10D30",138
" ","2020M10D31",128
" ","2020M11D01",138
" ","2020M11D02",154
" ","2020M11D03",145
" ","2020M11D04",150
" ","2020M11D05",134
" ","2020M11D06",140
" ","2020M11D07",151
" ","2020M11D08",152
" ","2020M11D09",164
" ","2020M11D10",143
" ","2020M11D11",177
" ","2020M11D12",152
" ","2020M11D13",160
" ","2020M11D14",153
" ","2020M11D15",148
" ","2020M11D16",171
" ","2020M11D17",160
" ","2020M11D18",146
" ","2020M11D19",167
" ","2020M11D20",133
" ","2020M11D21",151
" ","2020M11D22",154
" ","2020M11D23",154
" ","2020M11D24",153
" ","2020M11D25",161
" ","2020M11D26",159
" ","2020M11D27",154
" ","2020M11D28",160
" ","2020M11D29",156
" ","2020M11D30",151
" ","2020M12D01",162
" ","2020M12D02",149
" ","2020M12D03",156
" ","2020M12D04",197
" ","2020M12D05",140
" ","2020M12D06",150
" ","2020M12D07",156
" ","2020M12D08",175
" ","2020M12D09",165
" ","2020M12D10",143
" ","2020M12D11",159
" ","2020M12D12",140
" ","2020M12D13",157
" ","2020M12D14",195
" ","2020M12D15",197
" ","2020M12D16",171
" ","2020M12D17",178
" ","2020M12D18",179
" ","2020M12D19",182
" ","2020M12D20",171
" ","2020M12D21",173
" ","2020M12D22",184
" ","2020M12D23",183
" ","2020M12D24",181
" ","2020M12D25",166
" ","2020M12D26",163
" ","2020M12D27",162
" ","2020M12D28",172
" ","2020M12D29",179
" ","2020M12D30",186
" ","2020M12D31",200
" ","2021M01D01",196
" ","2021M01D02",166
" ","2021M01D03",160
" ","2021M01D04",166
" ","2021M01D05",164
" ","2021M01D06",188
" ","2021M01D07",188
" ","2021M01D08",176
" ","2021M01D09",183
" ","2021M01D10",169
" ","2021M01D11",191
" ","2021M01D12",198
" ","2021M01D13",152
" ","2021M01D14",182
" ","2021M01D15",144
" ","2021M01D16",183
" ","2021M01D17",163
" ","2021M01D18",166
" ","2021M01D19",188
" ","2021M01D20",201
" ","2021M01D21",186
" ","2021M01D22",179
" ","2021M01D23",172
" ","2021M01D24",178
" ","2021M01D25",184
" ","2021M01D26",171
" ","2021M01D27",170
" ","2021M01D28",177
" ","2021M01D29",190
" ","2021M01D30",157
" ","2021M01D31",169
" ","2021M02D01",168
" ","2021M02D02",181
" ","2021M02D03",169
" ","2021M02D04",176
" ","2021M02D05",180
" ","2021M02D06",159
" ","2021M02D07",173
" ","2021M02D08",154
" ","2021M02D09",170
" ","2021M02D10",158
" ","2021M02D11",156
" ","2021M02D12",165
" ","2021M02D13",169
" ","2021M02D14",141
" ","2021M02D15",158
" ","2021M02D16",156
" ","2021M02D17",148
" ","2021M02D18",146
" ","2021M02D19",146
" ","2021M02D20",152
" ","2021M02D21",156
" ","2021M02D22",133
" ","2021M02D23",138
" ","2021M02D24",149
" ","2021M02D25",146
" ","2021M02D26",131
" ","2021M02D27",143
" ","2021M02D28",130
" ","2021M03D01",149
" ","2021M03D02",129
" ","2021M03D03",149
" ","2021M03D04",136
" ","2021M03D05",125
" ","2021M03D06",146
" ","2021M03D07",140
" ","2021M03D08",139
" ","2021M03D09",136
" ","2021M03D10",141
" ","2021M03D11",181
" ","2021M03D12",163
" ","2021M03D13",141
" ","2021M03D14",151
" ","2021M03D15",135
" ","2021M03D16",132
" ","2021M03D17",143
" ","2021M03D18",137
" ","2021M03D19",152
" ","2021M03D20",155
" ","2021M03D21",114
" ","2021M03D22",165
" ","2021M03D23",161
" ","2021M03D24",153
" ","2021M03D25",137
" ","2021M03D26",141
" ","2021M03D27",158
" ","2021M03D28",119
" ","2021M03D29",136
" ","2021M03D30",127
" ","2021M03D31",169
" ","2021M04D01",155
" ","2021M04D02",131
" ","2021M04D03",113
" ","2021M04D04",142
" ","2021M04D05",152
" ","2021M04D06",121
" ","2021M04D07",133
" ","2021M04D08",151
" ","2021M04D09",137
" ","2021M04D10",151
" ","2021M04D11",130
" ","2021M04D12",147
" ","2021M04D13",146
" ","2021M04D14",135
" ","2021M04D15",140
" ","2021M04D16",161
" ","2021M04D17",171
" ","2021M04D18",129
" ","2021M04D19",152
" ","2021M04D20",134
" ","2021M04D21",143
" ","2021M04D22",133
" ","2021M04D23",179
" ","2021M04D24",163
" ","2021M04D25",156
" ","2021M04D26",134
" ","2021M04D27",152
" ","2021M04D28",144
" ","2021M04D29",170
" ","2021M04D30",148
" ","2021M05D01",111
" ","2021M05D02",155
" ","2021M05D03",148
" ","2021M05D04",186
" ","2021M05D05",175
" ","2021M05D06",146
" ","2021M05D07",164
" ","2021M05D08",158
" ","2021M05D09",143
" ","2021M05D10",171
" ","2021M05D11",144
" ","2021M05D12",134
" ","2021M05D13",155
" ","2021M05D14",138
" ","2021M05D15",151
" ","2021M05D16",153
" ","2021M05D17",143
" ","2021M05D18",158
" ","2021M05D19",155
" ","2021M05D20",134
" ","2021M05D21",148
" ","2021M05D22",163
" ","2021M05D23",148
" ","2021M05D24",145
" ","2021M05D25",157
" ","2021M05D26",154
" ","2021M05D27",129
" ","2021M05D28",143
" ","2021M05D29",153
" ","2021M05D30",151
" ","2021M05D31",127
" ","2021M06D01",141
" ","2021M06D02",153
" ","2021M06D03",156
" ","2021M06D04",157
" ","2021M06D05",147
" ","2021M06D06",150
" ","2021M06D07",151
" ","2021M06D08",141
" ","2021M06D09",144
" ","2021M06D10",157
" ","2021M06D11",171
" ","2021M06D12",160
" ","2021M06D13",129
" ","2021M06D14",118
" ","2021M06D15",143
" ","2021M06D16",141
" ","2021M06D17",153
" ","2021M06D18",163
" ","2021M06D19",148
" ","2021M06D20",134
" ","2021M06D21",143
" ","2021M06D22",151
" ","2021M06D23",146
" ","2021M06D24",140
" ","2021M06D25",163
" ","2021M06D26",132
" ","2021M06D27",131
" ","2021M06D28",162
" ","2021M06D29",143
" ","2021M06D30",149
" ","2021M07D01",173
" ","2021M07D02",149
" ","2021M07D03",138
" ","2021M07D04",147
" ","2021M07D05",141
" ","2021M07D06",123
" ","2021M07D07",131
" ","2021M07D08",134
" ","2021M07D09",140
" ","2021M07D10",142
" ","2021M07D11",145
" ","2021M07D12",162
" ","2021M07D13",138
" ","2021M07D14",168
" ","2021M07D15",156
" ","2021M07D16",166
" ","2021M07D17",149
" ","2021M07D18",136
" ","2021M07D19",140
" ","2021M07D20",153
" ","2021M07D21",166
" ","2021M07D22",139
" ","2021M07D23",149
" ","2021M07D24",153
" ","2021M07D25",151
" ","2021M07D26",138
" ","2021M07D27",165
" ","2021M07D28",154
" ","2021M07D29",157
" ","2021M07D30",162
" ","2021M07D31",140
" ","2021M08D01",141
" ","2021M08D02",160
" ","2021M08D03",148
" ","2021M08D04",157
" ","2021M08D05",160
" ","2021M08D06",167
" ","2021M08D07",152
" ","2021M08D08",190
" ","2021M08D09",157
" ","2021M08D10",154
" ","2021M08D11",143
" ","2021M08D12",168
" ","2021M08D13",166
" ","2021M08D14",140
" ","2021M08D15",157
" ","2021M08D16",168
" ","2021M08D17",167
" ","2021M08D18",141
" ","2021M08D19",157
" ","2021M08D20",159
" ","2021M08D21",123
" ","2021M08D22",133
" ","2021M08D23",130
" ","2021M08D24",158
" ","2021M08D25",165
" ","2021M08D26",146
" ","2021M08D27",161
" ","2021M08D28",158
" ","2021M08D29",145
" ","2021M08D30",145
" ","2021M08D31",152
" ","2021M09D01",131
" ","2021M09D02",169
" ","2021M09D03",173
" ","2021M09D04",139
" ","2021M09D05",143
" ","2021M09D06",176
" ","2021M09D07",151
" ","2021M09D08",135
" ","2021M09D09",163
" ","2021M09D10",160
" ","2021M09D11",160
" ","2021M09D12",148
" ","2021M09D13",156
" ","2021M09D14",152
" ","2021M09D15",146
" ","2021M09D16",142
" ","2021M09D17",160
" ","2021M09D18",142
" ","2021M09D19",152
" ","2021M09D20",146
" ","2021M09D21",144
" ","2021M09D22",171
" ","2021M09D23",149
" ","2021M09D24",155
" ","2021M09D25",134
" ","2021M09D26",152
" ","2021M09D27",155
" ","2021M09D28",153
" ","2021M09D29",141
" ","2021M09D30",180
" ","2021M10D01",174
" ","2021M10D02",152
" ","2021M10D03",184
" ","2021M10D04",143
" ","2021M10D05",142
" ","2021M10D06",153
" ","2021M10D07",167
" ","2021M10D08",154
" ","2021M10D09",164
" ","2021M10D10",141
" ","2021M10D11",175
" ","2021M10D12",152
" ","2021M10D13",164
" ","2021M10D14",170
" ","2021M10D15",167
" ","2021M10D16",169
" ","2021M10D17",164
" ","2021M10D18",167
" ","2021M10D19",155
" ","2021M10D20",166
" ","2021M10D21",173
" ","2021M10D22",171
" ","2021M10D23",151
" ","2021M10D24",147
" ","2021M10D25",166
" ","2021M10D26",165
" ","2021M10D27",172
" ","2021M10D28",159
" ","2021M10D29",157
" ","2021M10D30",163
" ","2021M10D31",156
" ","2021M11D01",171
" ","2021M11D02",160
" ","2021M11D03",151
" ","2021M11D04",180
" ","2021M11D05",157
" ","2021M11D06",152
" ","2021M11D07",170
" ","2021M11D08",163
" ","2021M11D09",144
" ","2021M11D10",181
" ","2021M11D11",171
" ","2021M11D12",164
" ","2021M11D13",148
" ","2021M11D14",171
" ","2021M11D15",162
" ","2021M11D16",145
" ","2021M11D17",152
" ","2021M11D18",176
" ","2021M11D19",185
" ","2021M11D20",145
" ","2021M11D21",167
" ","2021M11D22",160
" ","2021M11D23",167
" ","2021M11D24",176
" ","2021M11D25",195
" ","2021M11D26",167
" ","2021M11D27",186
" ","2021M11D28",158
" ","2021M11D29",160
" ","2021M11D30",190
" ","2021M12D01",179
" ","2021M12D02",182
" ","2021M12D03",180
" ","2021M12D04",169
" ","2021M12D05",155
" ","2021M12D06",181
" ","2021M12D07",177
" ","2021M12D08",179
" ","2021M12D09",199
" ","2021M12D10",171
" ","2021M12D11",168
" ","2021M12D12",191
" ","2021M12D13",190
" ","2021M12D14",172
" ","2021M12D15",181
" ","2021M12D16",176
" ","2021M12D17",197
" ","2021M12D18",168
" ","2021M12D19",177
" ","2021M12D20",180
" ","2021M12D21",175
" ","2021M12D22",223
" ","2021M12D23",205
" ","2021M12D24",180
" ","2021M12D25",153
" ","2021M12D26",170
" ","2021M12D27",144
" ","2021M12D28",198
" ","2021M12D29",188
" ","2021M12D30",195
" ","2021M12D31",166
" ","2022M01D01",209
" ","2022M01D02",175
" ","2022M01D03",183
" ","2022M01D04",183
" ","2022M01D05",196
" ","2022M01D06",204
" ","2022M01D07",206
" ","2022M01D08",193
" ","2022M01D09",185
" ","2022M01D10",185
" ","2022M01D11",166
" ","2022M01D12",166
" ","2022M01D13",186
" ","2022M01D14",184
" ","2022M01D15",154
" ","2022M01D16",169
" ","2022M01D17",176
" ","2022M01D18",170
" ","2022M01D19",170
" ","2022M01D20",171
" ","2022M01D21",164
" ","2022M01D22",161
" ","2022M01D23",167
" ","2022M01D24",162
" ","2022M01D25",170
" ","2022M01D26",160
" ","2022M01D27",170
" ","2022M01D28",184
" ","2022M01D29",179
" ","2022M01D30",154
" ","2022M01D31",159
" ","2022M02D01",184
" ","2022M02D02",167
" ","2022M02D03",184
" ","2022M02D04",165
" ","2022M02D05",175
" ","2022M02D06",175
" ","2022M02D07",207
" ","2022M02D08",144
" ","2022M02D09",165
" ","2022M02D10",177
" ","2022M02D11",186
" ","2022M02D12",196
" ","2022M02D13",206
" ","2022M02D14",148
" ","2022M02D15",183
" ","2022M02D16",178
" ","2022M02D17",192
" ","2022M02D18",196
" ","2022M02D19",192
" ","2022M02D20",178
" ","2022M02D21",178
" ","2022M02D22",191
" ","2022M02D23",178
" ","2022M02D24",174
" ","2022M02D25",181
" ","2022M02D26",176
" ","2022M02D27",176
" ","2022M02D28",173
" ","2022M03D01",190
" ","2022M03D02",181
" ","2022M03D03",171
" ","2022M03D04",173
" ","2022M03D05",183
" ","2022M03D06",159
" ","2022M03D07",179
" ","2022M03D08",193
" ","2022M03D09",201
" ","2022M03D10",154
" ","2022M03D11",163
" ","2022M03D12",176
" ","2022M03D13",155
" ","2022M03D14",159
" ","2022M03D15",169
" ","2022M03D16",170
" ","2022M03D17",163
" ","2022M03D18",179
" ","2022M03D19",148
" ","2022M03D20",201
" ","2022M03D21",166
" ","2022M03D22",186
" ","2022M03D23",162
" ","2022M03D24",176
" ","2022M03D25",196
" ","2022M03D26",167
" ","2022M03D27",170
" ","2022M03D28",162
" ","2022M03D29",169
" ","2022M03D30",177
" ","2022M03D31",192
" ","2022M04D01",162
" ","2022M04D02",176
" ","2022M04D03",159
" ","2022M04D04",185
" ","2022M04D05",166
" ","2022M04D06",149
" ","2022M04D07",192
" ","2022M04D08",185
" ","2022M04D09",164
" ","2022M04D10",157
" ","2022M04D11",147
" ","2022M04D12",190
" ","2022M04D13",184
" ","2022M04D14",165
" ","2022M04D15",164
" ","2022M04D16",157
" ","2022M04D17",152
" ","2022M04D18",153
" ","2022M04D19",149
" ","2022M04D20",133
" ","2022M04D21",152
" ","2022M04D22",175
" ","2022M04D23",169
" ","2022M04D24",150
" ","2022M04D25",165
" ","2022M04D26",149
" ","2022M04D27",166
" ","2022M04D28",175
" ","2022M04D29",165
" ","2022M04D30",166
" ","2022M05D01",142
" ","2022M05D02",181
" ","2022M05D03",175
" ","2022M05D04",178
" ","2022M05D05",138
" ","2022M05D06",155
" ","2022M05D07",149
" ","2022M05D08",119
" ","2022M05D09",152
" ","2022M05D10",138
" ","2022M05D11",133
" ","2022M05D12",158
" ","2022M05D13",161
" ","2022M05D14",151
" ","2022M05D15",123
" ","2022M05D16",142
" ","2022M05D17",158
" ","2022M05D18",167
" ","2022M05D19",152
" ","2022M05D20",166
" ","2022M05D21",145
" ","2022M05D22",141
" ","2022M05D23",161
" ","2022M05D24",143
" ","2022M05D25",124
" ","2022M05D26",127
" ","2022M05D27",161
" ","2022M05D28",133
" ","2022M05D29",144
" ","2022M05D30",153
" ","2022M05D31",137
" ","2022M06D01",160
" ","2022M06D02",164
" ","2022M06D03",131
" ","2022M06D04",150
" ","2022M06D05",158
" ","2022M06D06",132
" ","2022M06D07",137
" ","2022M06D08",161
" ","2022M06D09",157
" ","2022M06D10",150
" ","2022M06D11",140
" ","2022M06D12",167
" ","2022M06D13",154
" ","2022M06D14",149
" ","2022M06D15",156
" ","2022M06D16",148
" ","2022M06D17",137
" ","2022M06D18",152
" ","2022M06D19",140
" ","2022M06D20",146
" ","2022M06D21",160
" ","2022M06D22",154
" ","2022M06D23",180
" ","2022M06D24",142
" ","2022M06D25",172
" ","2022M06D26",160
" ","2022M06D27",164
" ","2022M06D28",182
" ","2022M06D29",151
" ","2022M06D30",159
" ","2022M07D01",165
" ","2022M07D02",146
" ","2022M07D03",162
" ","2022M07D04",147
" ","2022M07D05",139
" ","2022M07D06",161
" ","2022M07D07",144
" ","2022M07D08",145
" ","2022M07D09",143
" ","2022M07D10",149
" ","2022M07D11",166
" ","2022M07D12",144
" ","2022M07D13",153
" ","2022M07D14",141
" ","2022M07D15",159
" ","2022M07D16",134
" ","2022M07D17",117
" ","2022M07D18",133
" ","2022M07D19",169
" ","2022M07D20",169
" ","2022M07D21",182
" ","2022M07D22",153
" ","2022M07D23",146
" ","2022M07D24",147
" ","2022M07D25",167
" ","2022M07D26",128
" ","2022M07D27",168
" ","2022M07D28",125
" ","2022M07D29",182
" ","2022M07D30",151
" ","2022M07D31",142
" ","2022M08D01",168
" ","2022M08D02",156
" ","2022M08D03",160
" ","2022M08D04",156
" ","2022M08D05",156
" ","2022M08D06",129
" ","2022M08D07",160
" ","2022M08D08",139
" ","2022M08D09",131
" ","2022M08D10",139
" ","2022M08D11",173
" ","2022M08D12",158
" ","2022M08D13",160
" ","2022M08D14",174
" ","2022M08D15",164
" ","2022M08D16",169
" ","2022M08D17",167
" ","2022M08D18",158
" ","2022M08D19",182
" ","2022M08D20",170
" ","2022M08D21",137
" ","2022M08D22",145
" ","2022M08D23",162
" ","2022M08D24",162
" ","2022M08D25",170
" ","2022M08D26",157
" ","2022M08D27",156
" ","2022M08D28",161
" ","2022M08D29",129
" ","2022M08D30",126
" ","2022M08D31",137
" ","2022M09D01",143
" ","2022M09D02",171
" ","2022M09D03",140
" ","2022M09D04",142
" ","2022M09D05",152
" ","2022M09D06",151
" ","2022M09D07",133
" ","2022M09D08",138
" ","2022M09D09",166
" ","2022M09D10",153
" ","2022M09D11",138

"Tallene i denne tabel er foreløbige tal og kan blive ændret løbende "
"ved hver ny opdatering af tabellen. Tabellen bliver opdateret hver "
"fredag. "

