Date,Roskilde,København,Århus,Frederiksberg,Kalundborg,Middelfart,Gentofte,Solrød,Dragør,Allerød,Helsingør,Hillerød,Rudersdal,Næstved,Aalborg,Vallensbæk,Furesø,Frederikssund,Greve,Holbæk,Odense,Esbjerg,Aabenraa,Kolding,Vejle,Favrskov,Silkeborg,Skanderborg,Ballerup,Gladsaxe,Herlev,Hvidovre,Lyngby-Taarbæk,Rødovre,Hørsholm,Egedal,Køge,Halsnæs,Faxe,Slagelse,Stevns,Sorø,Lejre,Lolland,Guldborgsund,Vordingborg,Faaborg-Midtfyn,Nyborg,Svendborg,Nordfyn,Haderslev,Sønderborg,Vejen,Fredericia,Horsens,Herning,Syddjurs,Randers,Skive,Viborg,Hjørring,Brøndby,Gribskov,Odsherred,Kerteminde,Billund,Holstebro,Norddjurs,Odder,Ringkøbing-Skjern,Frederikshavn,Vesthimmerland,Rebild,Mariagerfjord,Glostrup,Høje Tåstrup,Tårnby,Tønder,Morsø,Thisted,Jammerbugt,Ishøj,Fredensborg,Assens,Lemvig,Albertslund,Bornholm,Langeland,Ikast-Brande,Ringsted,Struer,Brønderslev,Hedensted,Varde,Læsø,Ærø,Fanø,Samsø
2022-01-29,0.14285714285714285,-0.42857142857142855,0.42857142857142855,-0.14285714285714285,0.7142857142857142,0.7142857142857142,0.14285714285714285,0.42857142857142855,-0.42857142857142855,0.7142857142857142,-0.14285714285714285,0.42857142857142855,-0.14285714285714285,0.9999999999999998,0.9999999999999998,-0.2857142857142857,0.42857142857142855,0.42857142857142855,-0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.9999999999999998,0.9999999999999998,0.14285714285714285,0.42857142857142855,0.7142857142857142,0.7142857142857142,0.14285714285714285,-0.42857142857142855,-0.7142857142857142,-0.7142857142857142,0.42857142857142855,-0.7142857142857142,0.7142857142857142,0.14285714285714285,0.42857142857142855,-0.14285714285714285,0.42857142857142855,0.7142857142857142,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,-0.14285714285714285,0.42857142857142855,0.7142857142857142,0.7142857142857142,0.9999999999999998,0.42857142857142855,0.42857142857142855,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.9999999999999998,0.9999999999999998,-0.7142857142857142,-0.42857142857142855,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.9999999999999998,-0.5714285714285714,0.14285714285714285,0.7142857142857142,0.7142857142857142,-0.7142857142857142,0.42857142857142855,0.9999999999999998,0.7142857142857142,0.2857142857142857,0.7142857142857142,0.9999999999999998,0.7142857142857142,0.42857142857142855,0.0,0.7142857142857142,0.42857142857142855,0.14285714285714285
