"HealthTopic,""Population"",""Indicator"",""Unit"",""Time"",""RegionCode"",""RegionName"",""NumValue"",""TxtValue"""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W11"",""SI"",""Slovenia"",86.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""BG"",""Bulgaria"",8.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""CY"",""Cyprus"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""DE"",""Germany"",7.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""DK"",""Denmark"",277.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""EE"",""Estonia"",60.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""ES"",""Spain"",41.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""EU31_UKX"",""EU/EEA"",1067.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""FR"",""France"",120.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""HU"",""Hungary"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""IE"",""Ireland"",10.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""IS"",""Iceland"",14.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""LU"",""Luxembourg"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""LV"",""Latvia"",40.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""NL"",""Netherlands"",43.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""PL"",""Poland"",9.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""PT"",""Portugal"",21.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""RO"",""Romania"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""SE"",""Sweden"",340.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W12"",""SI"",""Slovenia"",70.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""BG"",""Bulgaria"",9.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""CY"",""Cyprus"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""DE"",""Germany"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""DK"",""Denmark"",163.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""ES"",""Spain"",19.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""EU31_UKX"",""EU/EEA"",734.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""FR"",""France"",89.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""HU"",""Hungary"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""IE"",""Ireland"",12.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""IS"",""Iceland"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""LV"",""Latvia"",30.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""NL"",""Netherlands"",27.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""PL"",""Poland"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""PT"",""Portugal"",8.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""RO"",""Romania"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""SE"",""Sweden"",292.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W13"",""SI"",""Slovenia"",73.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""BG"",""Bulgaria"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""CY"",""Cyprus"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""DE"",""Germany"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""DK"",""Denmark"",140.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""EE"",""Estonia"",41.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""ES"",""Spain"",24.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""EU31_UKX"",""EU/EEA"",671.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""FR"",""France"",59.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""HU"",""Hungary"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""IE"",""Ireland"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""IS"",""Iceland"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""LV"",""Latvia"",9.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""NL"",""Netherlands"",27.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""PL"",""Poland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""PT"",""Portugal"",14.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""SE"",""Sweden"",287.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""SI"",""Slovenia"",47.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W14"",""SK"",""Slovakia"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""BG"",""Bulgaria"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""CY"",""Cyprus"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""DE"",""Germany"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""DK"",""Denmark"",82.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""EE"",""Estonia"",26.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""ES"",""Spain"",19.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""EU31_UKX"",""EU/EEA"",572.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""FR"",""France"",76.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""HU"",""Hungary"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""IE"",""Ireland"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""IS"",""Iceland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""LV"",""Latvia"",18.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""NL"",""Netherlands"",15.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""PT"",""Portugal"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""SE"",""Sweden"",271.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W15"",""SI"",""Slovenia"",44.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""BG"",""Bulgaria"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""CY"",""Cyprus"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""DE"",""Germany"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""DK"",""Denmark"",53.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""EE"",""Estonia"",21.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""ES"",""Spain"",14.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""EU31_UKX"",""EU/EEA"",381.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""FI"",""Finland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""FR"",""France"",40.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""IE"",""Ireland"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""LV"",""Latvia"",17.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""NL"",""Netherlands"",12.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""PT"",""Portugal"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""SE"",""Sweden"",193.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""SI"",""Slovenia"",16.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W16"",""SK"",""Slovakia"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""BG"",""Bulgaria"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""CY"",""Cyprus"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""DE"",""Germany"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""DK"",""Denmark"",27.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""EE"",""Estonia"",7.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""ES"",""Spain"",10.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""EU31_UKX"",""EU/EEA"",312.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""FR"",""France"",53.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""HU"",""Hungary"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""IE"",""Ireland"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""LU"",""Luxembourg"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""LV"",""Latvia"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""NL"",""Netherlands"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""PT"",""Portugal"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""RO"",""Romania"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""SE"",""Sweden"",185.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W17"",""SI"",""Slovenia"",12.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""CY"",""Cyprus"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""DE"",""Germany"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""DK"",""Denmark"",27.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""EE"",""Estonia"",12.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""ES"",""Spain"",9.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""EU31_UKX"",""EU/EEA"",216.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""FR"",""France"",19.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""IE"",""Ireland"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""LV"",""Latvia"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""NL"",""Netherlands"",6.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""PL"",""Poland"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""PT"",""Portugal"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""SE"",""Sweden"",133.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W18"",""SI"",""Slovenia"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""CY"",""Cyprus"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""DE"",""Germany"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""DK"",""Denmark"",9.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""EE"",""Estonia"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""ES"",""Spain"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""EU31_UKX"",""EU/EEA"",113.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""FR"",""France"",11.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""IE"",""Ireland"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""LV"",""Latvia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""NL"",""Netherlands"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""PT"",""Portugal"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""SE"",""Sweden"",77.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""SI"",""Slovenia"",6.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W19"",""SK"",""Slovakia"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""BG"",""Bulgaria"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""CY"",""Cyprus"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""CZ"",""Czechia"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""DE"",""Germany"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""DK"",""Denmark"",6.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""EE"",""Estonia"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""ES"",""Spain"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""EU31_UKX"",""EU/EEA"",96.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""FR"",""France"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""IE"",""Ireland"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""LV"",""Latvia"",28.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""NL"",""Netherlands"",6.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""PL"",""Poland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""PT"",""Portugal"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""SE"",""Sweden"",41.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W20"",""SI"",""Slovenia"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""DE"",""Germany"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""DK"",""Denmark"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""ES"",""Spain"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""EU31_UKX"",""EU/EEA"",22.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""IE"",""Ireland"",5.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""IS"",""Iceland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""LV"",""Latvia"",3.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""NL"",""Netherlands"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""PT"",""Portugal"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W21"",""SI"",""Slovenia"",4.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""DE"",""Germany"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""DK"",""Denmark"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""EE"",""Estonia"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""EL"",""Greece"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""ES"",""Spain"",2.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""EU31_UKX"",""EU/EEA"",8.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""FI"",""Finland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""IE"",""Ireland"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""NL"",""Netherlands"",1.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""PL"",""Poland"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""PT"",""Portugal"",0.000000000,"""""
"Respiratory Syncytial Virus,""RSV Non sentinel"",""RSV detection"",""N"",""2018-W22"",""SI"",""Slovenia"",1.000000000,"""""
