"Dato for upload";"ISO-uge";"Forventet antal dødsfald";"Forventet antal dødsfald - 2 z-score";"Forventet antal dødsfald + 2 z-score";"Korr. registreret antal dødsfald";"Overdødelighed";"Z-score"
2022-03-15;"2021-W30";1064.944;991.832018167102;1139.7690783917;1117;52.0564;1.396168
2022-03-15;"2021-W31";1064.193;991.128970084634;1138.96908947961;1193;128.8073;3.417961
2022-03-15;"2021-W32";1064.12;991.137879048935;1138.81041742228;1131;66.88037;1.792951
2022-03-15;"2021-W33";1064.729;991.852661813563;1139.30762815772;1100;35.27087;0.951503
2022-03-15;"2021-W34";1066.017;993.258992498763;1140.46960735599;1111;44.98267;1.21373
2022-03-15;"2021-W35";1067.972;995.328495794786;1142.301543342;1104;36.02783;0.975016
2022-03-15;"2021-W36";1070.573;998.021030211052;1144.80252748594;1148;77.42737;2.085163
2022-03-15;"2021-W37";1073.79;1001.28508304118;1147.96513395876;1104;30.21045;0.8199476
2022-03-15;"2021-W38";1077.586;1005.0614898543;1151.77561349349;1110.069;32.48364;0.881147
2022-03-15;"2021-W39";1081.916;1009.28325189907;1156.21204156721;1195.011;113.0955;3.027357
2022-03-15;"2021-W40";1083.248;1011.17776963613;1156.95349792036;1120;36.75195;1.002751
2022-03-15;"2021-W41";1088.998;1016.60328958462;1163.03399270509;1216;127.0018;3.404829
2022-03-15;"2021-W42";1095.094;1022.24318810076;1169.59761541637;1176;80.90576;2.169855
2022-03-15;"2021-W43";1101.456;1028.01454893815;1176.56755136539;1191;89.54358;2.379357
2022-03-15;"2021-W44";1107.999;1033.83678726028;1183.85435205828;1191;83.00061;2.186166
2022-03-15;"2021-W45";1114.634;1039.63284875368;1191.35672162276;1199;84.36584;2.196856
2022-03-15;"2021-W46";1121.269;1045.32992787762;1198.96279860351;1186;64.73132;1.669384
2022-03-15;"2021-W47";1127.809;1050.85744562875;1206.55225594525;1267;139.191;3.505896
2022-03-15;"2021-W48";1134.161;1056.15411713443;1213.99910933652;1272;137.8387;3.425532
2022-03-15;"2021-W49";1140.233;1061.16246753948;1221.17539508144;1329;188.7671;4.59692
2022-03-15;"2021-W50";1145.934;1065.82700310277;1227.95307589883;1315;169.0659;4.074476
2022-03-15;"2021-W51";1151.18;1070.10038763054;1234.20984239778;1343;191.8203;4.553918
2022-03-15;"2021-W52";1155.89;1073.93538684411;1239.82937592748;1360.358;204.4679;4.794653
2022-03-15;"2022-W01";1159.995;1077.29448612322;1244.70969794847;1461.658;301.6631;6.925909
2022-03-15;"2022-W02";1163.43;1080.1388127902;1248.75842919786;1277.238;113.8085;2.657294
2022-03-15;"2022-W03";1166.144;1082.43632197083;1251.9046953888;1252.995;86.85083;2.025127
2022-03-15;"2022-W04";1168.096;1084.16025979205;1254.09256543047;1241.588;73.49158;1.712094
2022-03-15;"2022-W05";1169.259;1085.29005104506;1255.28832221563;1284.029;114.7703;2.657883
2022-03-15;"2022-W06";1169.615;1085.8038013427;1255.4780984495;1361.126;191.511;4.399348
2022-03-15;"2022-W07";1169.164;1085.69256576201;1254.67132589829;1347.467;178.3022;4.119725
2022-03-15;"2022-W08";1167.917;1084.95124779515;1252.89594318476;1342.55;174.6331;4.061597
2022-03-15;"2022-W09";1165.898;1083.57956531701;1250.20146053525;1304.349;138.4513;3.260875
2022-03-15;"2022-W10";1163.143;1081.58450523709;1246.654317343;1312.881;149.7377;3.554439
